ID,SERIAL,Brand_CODE,MODEL_CODE,SUBMODEL_CODE,Vehicle_Brand,Vehicle_model,Vehicle_submodel,VH_YEAR_BEG,VH_YEAR_END,COVER_01_FLAG,COVER_PLUS_FLAG,VEHICLE_MARKET_GROUP,SEDAN_TYPE,SELL_STAT,SUBMODEL_YEAR,EFFECT_DATE,SCALE,WEIGHT,CC,SEAT_NO,CHASSIS_NO_FORMAT,ENGINE_NO_FORMAT,STANDARD_SUMINS,STANDARD_THEFT,80_SUMINS,CAR_GROUP,OLD_STD_SUMINS,OLD_STD_THEFT,CREATE_MODIFY_DATE,CREATE_ID,MODIFY_ID,MODIFY_TIME,MODEL_STATUS,rbm_serial,Redbook_Code
19382,21AE0000033,21,13,AE,AUDI,Q3,Q3 TFSI 2.0 QUATTRO 4WD,2016,2018,Y,N,01,3,A,2017,30-09-2022,CC,,2000.00,7,,,1377000,1377000,1100000,2,1449500,1449500,20-09-2022,570055,REDBOOK,14:32,N,      49465,AUDI17AO
19383,21AE0000033,21,13,AE,AUDI,Q3,Q3 TFSI 2.0 QUATTRO 4WD,2016,2018,Y,N,01,3,A,2018,30-09-2022,CC,,2000.00,7,,,1440000,1440000,1200000,2,1516000,1516000,20-09-2022,570055,REDBOOK,14:32,N,      50565,AUDI18AC
19384,21AF0000033,21,13,AF,AUDI,Q3,Q3 2.0 TDI QUATTRO 4WD,2016,2017,Y,N,01,3,A,2016,30-09-2022,CC,,2000.00,7,,,1325500,1325500,1100000,2,1395000,1395000,20-09-2022,570055,REDBOOK,14:32,N,      48596,AUDI16AI
19385,21AF0000033,21,13,AF,AUDI,Q3,Q3 2.0 TDI QUATTRO 4WD,2016,2017,Y,N,01,3,A,2017,25-02-2022,CC,,2000.00,7,,,1470407,1470407,1200000,2,1547797,1547797,16-02-2022,340076,570055,10:35,N,,
19386,21AG0000033,21,06,AG,AUDI,A4,A4 TFSI S LINE 2.0,2016,2019,Y,Y,01,2,A,2016,30-09-2022,CC,,2000.00,7,,,1053000,1053000,840000,2,1074500,1074500,20-09-2022,570055,REDBOOK,14:32,N,      48597,AUDI16AJ
19387,21AG0000033,21,06,AG,AUDI,A4,A4 TFSI S LINE 2.0,2016,2019,Y,Y,01,2,A,2017,30-09-2022,CC,,2000.00,7,,,1093000,1093000,870000,2,1149500,1149500,20-09-2022,570055,REDBOOK,14:32,N,      49453,AUDI17AC
19388,21AG0000033,21,06,AG,AUDI,A4,A4 TFSI S LINE 2.0,2016,2019,Y,Y,01,2,A,2018,30-09-2022,CC,,2000.00,7,,,1470500,1470500,1200000,2,1547000,1547000,20-09-2022,570055,REDBOOK,14:32,N,      50574,AUDI18AL
19389,21AG0000033,21,06,AG,AUDI,A4,A4 TFSI S LINE 2.0,2016,2019,Y,Y,01,2,A,2019,30-09-2022,CC,,2000.00,7,,,1563500,1563500,1300000,2,1645000,1645000,20-09-2022,570055,REDBOOK,14:33,N,      51724,AUDI19AA
19390,21AH0000033,21,05,AH,AUDI,A3,A3 TDI SPORT BACK S 2.0,2016,2017,Y,Y,01,2,A,2016,30-09-2022,CC,,2000.00,7,,,1061500,1061500,850000,2,1116500,1116500,20-09-2022,570055,REDBOOK,14:32,N,      48599,AUDI16AL
19391,21AH0000033,21,05,AH,AUDI,A3,A3 TDI SPORT BACK S 2.0,2016,2017,Y,Y,01,2,A,2017,30-09-2022,CC,,2000.00,7,,,3881500,3881500,3100000,2,1113500,1113500,20-09-2022,570055,REDBOOK,14:32,N,      49830,LAND17AG
19392,21AI0000033,21,15,AI,AUDI,Q7,Q7 QUATTRO 4WD 3.0 TDI,2016,2016,Y,N,01,3,A,2016,30-09-2022,CC,,3000.00,7,,,2204500,2204500,1800000,2,2340000,2340000,20-09-2022,570055,REDBOOK,14:32,N,      48600,AUDI16AM
19393,21AJ0000033,21,08,AJ,AUDI,A6,A6 TFSI S 1.8,2016,2017,Y,Y,01,2,A,2016,30-09-2022,CC,,1800.00,7,,,1434500,1434500,1100000,2,1525500,1525500,20-09-2022,570055,REDBOOK,14:32,N,      48601,AUDI16AN
19394,21AJ0000033,21,08,AJ,AUDI,A6,A6 TFSI S 1.8,2016,2017,Y,Y,01,2,A,2017,30-09-2022,CC,,1800.00,7,,,1531500,1531500,1200000,2,1580500,1580500,20-09-2022,570055,REDBOOK,14:32,N,      49455,AUDI17AE
19395,21AK0000033,21,08,AK,AUDI,A6,A6 2.0 TDI S,2016,2017,Y,Y,01,2,A,2016,25-02-2022,CC,,2000.00,7,,,1537803,1537803,1200000,2,1618740,1618740,16-02-2022,340076,570055,10:35,N,,
19396,21AK0000033,21,08,AK,AUDI,A6,A6 2.0 TDI S,2016,2017,Y,Y,01,2,A,2017,30-09-2022,CC,,2000.00,7,,,1574000,1574000,1300000,2,1624000,1624000,20-09-2022,570055,REDBOOK,14:32,N,      49456,AUDI17AF
19397,21AL0000033,21,21,AL,AUDI,S3,S3 2.0,2016,2017,N,N,01,5,A,2016,25-02-2022,CC,,1984.00,7,,,2075342,2075342,1700000,1,2184570,2184570,16-02-2022,340076,570055,10:35,N,,
19398,21AL0000033,21,21,AL,AUDI,S3,S3 2.0,2016,2017,N,N,01,5,A,2017,25-02-2022,CC,,2000.00,7,,,2347283,2347283,1900000,1,2470824,2470824,16-02-2022,340076,570055,10:35,N,,
19399,21AM0000033,21,08,AM,AUDI,A6,A6 3.0TDI,2017,2017,N,N,01,2,A,2017,25-02-2022,CC,,3000.00,7,,,2193041,2193041,1800000,2,2308464,2308464,16-02-2022,340076,570055,10:35,N,,
19400,21AN0000033,21,15,AN,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TFSI,2017,2018,Y,N,01,3,A,2017,30-09-2022,CC,,2995.00,7,,,2415000,2415000,1900000,2,2514500,2514500,20-09-2022,570055,REDBOOK,14:32,N,      49473,AUDI17AW
19401,21AN0000033,21,15,AN,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TFSI,2017,2018,Y,N,01,3,A,2018,30-09-2022,CC,,2995.00,7,,,2592500,2592500,2100000,2,2699000,2699000,20-09-2022,570055,REDBOOK,14:32,N,      50569,AUDI18AG
19402,21AO0000033,21,15,AO,AUDI,Q7,Q7 3.0 TDI QUATTRO,2017,2017,Y,N,01,3,A,2017,25-02-2022,CC,,2995.00,7,,,3369794,3369794,2700000,2,3547152,3547152,16-02-2022,340076,570055,10:35,N,,
19403,21AP0000033,21,15,AP,AUDI,Q7,Q7 TFSI QUATTRO 2.0,2016,2019,Y,N,01,3,A,2016,25-02-2022,CC,,1998.00,7,,,2005830,2005830,1600000,2,2111400,2111400,16-02-2022,340076,570055,10:35,N,,
19404,21AP0000033,21,15,AP,AUDI,Q7,Q7 TFSI QUATTRO 2.0,2016,2019,Y,N,01,3,A,2017,30-09-2022,CC,,1984.00,7,,,2234500,2234500,1800000,2,2326500,2326500,20-09-2022,570055,REDBOOK,14:32,N,      49472,AUDI17AV
19405,21AP0000033,21,15,AP,AUDI,Q7,Q7 TFSI QUATTRO 2.0,2016,2019,Y,N,01,3,A,2018,30-09-2022,CC,,1984.00,7,,,2349000,2349000,1900000,2,2445500,2445500,20-09-2022,570055,REDBOOK,14:32,N,      50568,AUDI18AF
19406,21AP0000033,21,15,AP,AUDI,Q7,Q7 TFSI QUATTRO 2.0,2016,2019,Y,N,01,3,A,2019,30-09-2022,CC,,1984.00,7,,,2438000,2438000,2000000,2,2538500,2538500,20-09-2022,570055,REDBOOK,14:33,N,      51738,AUDI19AO
19407,21AQ0000033,21,06,AQ,AUDI,A4,A4 TFSI S QUATTRO 2.0,2017,2018,Y,Y,01,2,A,2017,30-09-2022,CC,,2000.00,7,,,1589500,1589500,1300000,2,1671500,1671500,20-09-2022,570055,REDBOOK,14:32,N,      49467,AUDI17AQ
19408,21AQ0000033,21,06,AQ,AUDI,A4,A4 TFSI S QUATTRO 2.0,2017,2018,Y,Y,01,2,A,2018,25-02-2022,CC,,2000.00,7,,,1830829,1830829,1500000,2,1927188,1927188,16-02-2022,340076,570055,10:35,N,,
19409,21AR0000033,21,03,AR,AUDI,A,A6 TFSI S LINE 1.8,2017,2018,Y,Y,01,2,A,2017,30-09-2022,CC,,1800.00,7,,,1462500,1462500,1200000,2,1509500,1509500,20-09-2022,570055,REDBOOK,14:32,N,      49463,AUDI17AM
19410,21AR0000033,21,03,AR,AUDI,A,A6 TFSI S LINE 1.8,2017,2018,Y,Y,01,2,A,2018,30-09-2022,CC,,1800.00,7,,,1486500,1486500,1200000,2,1580500,1580500,20-09-2022,570055,REDBOOK,14:32,N,      50563,AUDI18AA
19411,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2017,30-09-2022,CC,,1400.00,7,,,1246500,1246500,1000000,2,1285000,1285000,20-09-2022,570055,REDBOOK,14:32,N,      49464,AUDI17AN
19412,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2018,30-09-2022,CC,,1400.00,7,,,1268000,1268000,1000000,2,1347500,1347500,20-09-2022,570055,REDBOOK,14:32,N,      50564,AUDI18AB
19413,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2019,30-09-2022,CC,,1400.00,7,,,1390000,1390000,1100000,2,1447500,1447500,20-09-2022,570055,REDBOOK,14:33,N,      51735,AUDI19AL
19414,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2020,30-09-2022,CC,,1400.00,7,,,1559500,1559500,1200000,2,1591000,1591000,20-09-2022,570055,REDBOOK,14:33,N,      53328,AUDI20AN
19415,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2021,30-09-2022,CC,,1400.00,7,,,1556000,1556000,1200000,2,1636500,1636500,20-09-2022,570055,REDBOOK,14:35,N,      54354,AUDI21AP
19416,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2022,01-01-2023,CC,,1400.00,7,,,1699150,1699150,1400000,2,1999000,1999000,11-10-2022,570055,390159,17:00,N,      55568,AUDI22AU
19417,21AS0000033,21,12,AS,AUDI,Q2,Q2 35 TFSI S 1.4,2017,2023,Y,Y,01,3,A,2023,01-01-2023,CC,,1400.00,7,,,1699150,1699150,1400000,2,1699150,1699150,03-01-2023,650162,570055,13:37,A,,
19418,21AT0000033,21,07,AT,AUDI,A5,A5 TFSI S 2.0,2017,2018,Y,Y,01,2,A,2017,30-09-2022,CC,,2000.00,7,,,1727500,1727500,1400000,2,1822500,1822500,20-09-2022,570055,REDBOOK,14:32,N,      50557,AUDI17BA
19419,21AT0000033,21,07,AT,AUDI,A5,A5 TFSI S 2.0,2017,2018,Y,Y,01,2,A,2018,30-09-2022,CC,,2000.00,7,,,1801000,1801000,1400000,2,1876000,1876000,20-09-2022,570055,REDBOOK,14:32,N,      50575,AUDI18AM
19420,21AU0000033,21,07,AU,AUDI,A5,A5 TFSI QUATTRO S LINE 2.0 COUPE,2017,2019,Y,Y,01,5,A,2017,30-09-2022,CC,,2000.00,7,,,2085000,2085000,1700000,2,2150000,2150000,20-09-2022,570055,REDBOOK,14:32,N,      49470,AUDI17AT
19421,21AU0000033,21,07,AU,AUDI,A5,A5 TFSI QUATTRO S LINE 2.0 COUPE,2017,2019,Y,Y,01,5,A,2018,30-09-2022,CC,,2000.00,7,,,2238000,2238000,1800000,2,2331000,2331000,20-09-2022,570055,REDBOOK,14:32,N,      50576,AUDI18AN
19422,21AU0000033,21,07,AU,AUDI,A5,A5 TFSI QUATTRO S LINE 2.0 COUPE,2017,2019,Y,Y,01,5,A,2019,30-09-2022,CC,,2000.00,7,,,2378000,2378000,1900000,2,2476500,2476500,20-09-2022,570055,REDBOOK,14:33,N,      51729,AUDI19AF
19423,21AU0000033,21,07,AU,AUDI,A5,A5 TFSI QUATTRO S LINE 2.0 COUPE,2017,2019,Y,Y,01,5,A,2020,30-09-2022,CC,,2000.00,7,,,2484000,2484000,2000000,2,2586500,2586500,20-09-2022,570055,REDBOOK,14:33,N,      53318,AUDI20AD
19424,21AV0000033,21,14,AV,AUDI,Q5,Q5 45 TFSI QUATTRO S LINE 4WD 2.0,2017,2020,Y,Y,01,3,A,2017,30-09-2022,CC,,2000.00,7,,,2019000,2019000,1600000,2,2081000,2081000,20-09-2022,570055,REDBOOK,14:32,N,      49471,AUDI17AU
19425,21AV0000033,21,14,AV,AUDI,Q5,Q5 45 TFSI QUATTRO S LINE 4WD 2.0,2017,2020,Y,Y,01,3,A,2018,30-09-2022,CC,,2000.00,7,,,2187500,2187500,1800000,2,2232000,2232000,20-09-2022,570055,REDBOOK,14:32,N,      50567,AUDI18AE
19426,21AV0000033,21,14,AV,AUDI,Q5,Q5 45 TFSI QUATTRO S LINE 4WD 2.0,2017,2020,Y,Y,01,3,A,2019,30-09-2022,CC,,2000.00,7,,,2306000,2306000,1800000,2,2353000,2353000,20-09-2022,570055,REDBOOK,14:33,N,      51737,AUDI19AN
19427,21AV0000033,21,14,AV,AUDI,Q5,Q5 45 TFSI QUATTRO S LINE 4WD 2.0,2017,2020,Y,Y,01,3,A,2020,25-02-2022,CC,,2000.00,7,,,3704050,3704050,3000000,2,3899000,3899000,16-02-2022,570055,570055,10:35,N,,
19428,21AW0000033,21,26,AW,AUDI,TT,TT COUPE QUATTRO S LINE 2.0 TFSI,2017,2019,N,N,01,5,A,2017,30-09-2022,CC,,2000.00,7,,,2162000,2162000,1700000,1,2143500,2143500,20-09-2022,570055,REDBOOK,14:32,N,      49474,AUDI17AX
19429,21AW0000033,21,26,AW,AUDI,TT,TT COUPE QUATTRO S LINE 2.0 TFSI,2017,2019,N,N,01,5,A,2018,30-09-2022,CC,,2000.00,7,,,2270000,2270000,1800000,1,2225000,2225000,20-09-2022,570055,REDBOOK,14:32,N,      50571,AUDI18AI
19430,21AW0000033,21,26,AW,AUDI,TT,TT COUPE QUATTRO S LINE 2.0 TFSI,2017,2019,N,N,01,5,A,2019,30-09-2022,CC,,2000.00,7,,,2326000,2326000,1900000,1,2303500,2303500,20-09-2022,570055,REDBOOK,14:33,N,      51743,AUDI19AT
19431,21AX0000033,21,18,AX,AUDI,RS4,RS4 2.0,2008,2008,N,N,01,2,A,2008,25-02-2022,CC,,2000.00,7,,,1073453,1073453,860000,1,1129950,1129950,16-02-2022,340076,570055,10:35,N,,
19432,21AY0000033,21,07,AY,AUDI,A5,A5 45 SPORTBACK TFSI QUATTRO S LINE,2017,2020,Y,Y,01,2,A,2017,25-02-2022,CC,,1984.00,7,,,2107575,2107575,1700000,2,2218500,2218500,16-02-2022,340076,570055,10:35,N,,
19433,21AY0000033,21,07,AY,AUDI,A5,A5 45 SPORTBACK TFSI QUATTRO S LINE,2017,2020,Y,Y,01,2,A,2018,30-09-2022,CC,,1984.00,7,,,2220500,2220500,1800000,2,2313000,2313000,20-09-2022,570055,REDBOOK,14:32,N,      50580,AUDI18AR
19434,21AY0000033,21,07,AY,AUDI,A5,A5 45 SPORTBACK TFSI QUATTRO S LINE,2017,2020,Y,Y,01,2,A,2019,30-09-2022,CC,,1984.00,7,,,2346000,2346000,1900000,2,2443000,2443000,20-09-2022,570055,REDBOOK,14:33,N,      51731,AUDI19AH
19435,21AY0000033,21,07,AY,AUDI,A5,A5 45 SPORTBACK TFSI QUATTRO S LINE,2017,2020,Y,Y,01,2,A,2020,30-09-2022,CC,,1984.00,7,,,2447500,2447500,2000000,2,2548500,2548500,20-09-2022,570055,REDBOOK,14:33,N,      53320,AUDI20AF
19436,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2017,25-02-2022,CC,,2967.00,7,,,2560340,2560340,2000000,2,2695095,2695095,16-02-2022,340076,570055,10:35,N,,
19437,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2018,30-09-2022,CC,,2967.00,7,,,2506000,2506000,2000000,2,2609000,2609000,20-09-2022,570055,REDBOOK,14:32,N,      50570,AUDI18AH
19438,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2019,30-09-2022,CC,,2967.00,7,,,2621500,2621500,2100000,2,2729000,2729000,20-09-2022,570055,REDBOOK,14:33,N,      51739,AUDI19AP
19439,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2020,30-09-2022,CC,,2967.00,7,,,3487000,3487000,2800000,2,3593500,3593500,20-09-2022,570055,REDBOOK,14:34,N,      53925,AUDI20AY
19440,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2021,30-09-2022,CC,,3000.00,7,,,3779500,3779500,3000000,2,3856000,3856000,20-09-2022,570055,REDBOOK,14:35,N,      54360,AUDI21AV
19441,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2022,01-01-2023,CC,,3000.00,7,,,4674150,4674150,3700000,2,5499000,5499000,11-10-2022,570055,390159,17:00,N,      55575,AUDI22BB
19442,21AZ0000033,21,15,AZ,AUDI,Q7,Q7 45 QUATTRO S LINE 3.0 TDI,2017,2023,Y,N,01,3,A,2023,01-01-2023,CC,,3000.00,7,,,4674150,4674150,3700000,2,4674150,4674150,03-01-2023,650162,570055,13:37,A,,
19443,21BA0000033,21,17,BA,AUDI,RS3,RS3 2.5,2018,2023,N,N,01,5,A,2018,25-02-2022,CC,,2500.00,7,,,3597413,3597413,2900000,1,3786750,3786750,16-02-2022,340076,570055,10:35,N,,
19444,21BA0000033,21,17,BA,AUDI,RS3,RS3 2.5,2018,2023,N,N,01,5,A,2019,25-02-2022,CC,,2500.00,7,,,3762000,3762000,3000000,1,3960000,3960000,16-02-2022,340076,570055,10:35,N,,
19445,21BA0000033,21,17,BA,AUDI,RS3,RS3 2.5,2018,2023,N,N,01,5,A,2020,25-02-2022,CC,,2500.00,7,,,4180000,4180000,3300000,1,4400000,4400000,16-02-2022,340076,570055,10:35,N,,
19446,21BA0000033,21,17,BA,AUDI,RS3,RS3 2.5,2018,2023,N,N,01,5,A,2021,01-01-2022,CC,,2500.00,7,,,4700000,4700000,3800000,1,4400000,4400000,,340076,,,N,,
19447,21BA0000033,21,17,BA,AUDI,RS3,RS3 2.5,2018,2023,N,N,01,5,A,2022,01-01-2023,CC,,2500.00,7,,,4859100,4859100,3900000,1,5399000,5399000,11-10-2022,570055,390159,17:00,N,      56315,AUDI22BR
19448,21BA0000033,21,17,BA,AUDI,RS3,RS3 2.5,2018,2023,N,N,01,5,A,2023,01-01-2023,CC,,2500.00,7,,,4859100,4859100,3900000,1,4859100,4859100,03-01-2023,650162,570055,13:37,A,,
19449,21BB0000033,21,09,BB,AUDI,A7,A7 SPORTBACK 55 TFSI QUATTRO S-LINE 3.0,2018,2023,Y,Y,01,1,A,2018,30-09-2022,CC,,3000.00,7,,,3271000,3271000,2600000,2,3371000,3371000,20-09-2022,570055,REDBOOK,14:32,N,      51319,AUDI18AU
19450,21BB0000033,21,09,BB,AUDI,A7,A7 SPORTBACK 55 TFSI QUATTRO S-LINE 3.0,2018,2023,Y,Y,01,1,A,2019,30-09-2022,CC,,3000.00,7,,,3421500,3421500,2700000,2,3526500,3526500,20-09-2022,570055,REDBOOK,14:33,N,      51732,AUDI19AI
19451,21BB0000033,21,09,BB,AUDI,A7,A7 SPORTBACK 55 TFSI QUATTRO S-LINE 3.0,2018,2023,Y,Y,01,1,A,2020,25-02-2022,CC,,3000.00,7,,,3868500,3868500,3100000,2,4319000,4319000,16-02-2022,340076,570055,10:35,N,,
19452,21BB0000033,21,09,BB,AUDI,A7,A7 SPORTBACK 55 TFSI QUATTRO S-LINE 3.0,2018,2023,Y,Y,01,1,A,2021,30-09-2022,CC,,3000.00,7,,,3850500,3850500,3100000,2,3968500,3968500,20-09-2022,570055,REDBOOK,14:35,N,      54351,AUDI21AM
19453,21BB0000033,21,09,BB,AUDI,A7,A7 SPORTBACK 55 TFSI QUATTRO S-LINE 3.0,2018,2023,Y,Y,01,1,A,2022,01-01-2023,CC,,3000.00,7,,,4674150,4674150,3700000,2,5499000,5499000,11-10-2022,570055,390159,17:00,N,      55565,AUDI22AR
19454,21BB0000033,21,09,BB,AUDI,A7,A7 SPORTBACK 55 TFSI QUATTRO S-LINE 3.0,2018,2023,Y,Y,01,1,A,2023,01-01-2023,CC,,3000.00,7,,,4674150,4674150,3700000,2,4674150,4674150,03-01-2023,650162,570055,13:37,A,,
19455,21BC0000033,21,10,BC,AUDI,A8,A8 L55 TFSI QUATTRO PREMIUM 3.0 4WD,2018,2023,Y,Y,01,1,A,2018,30-09-2022,CC,,3000.00,7,,,4038000,4038000,3200000,2,4079500,4079500,20-09-2022,570055,REDBOOK,14:32,N,      51320,AUDI18AV
19456,21BC0000033,21,10,BC,AUDI,A8,A8 L55 TFSI QUATTRO PREMIUM 3.0 4WD,2018,2023,Y,Y,01,1,A,2019,30-09-2022,CC,,3000.00,7,,,4173500,4173500,3300000,2,4215500,4215500,20-09-2022,570055,REDBOOK,14:33,N,      51733,AUDI19AJ
19457,21BC0000033,21,10,BC,AUDI,A8,A8 L55 TFSI QUATTRO PREMIUM 3.0 4WD,2018,2023,Y,Y,01,1,A,2020,30-09-2022,CC,,3000.00,7,,,4509500,4509500,3600000,2,4555500,4555500,20-09-2022,570055,REDBOOK,14:33,N,      53325,AUDI20AK
19458,21BC0000033,21,10,BC,AUDI,A8,A8 L55 TFSI QUATTRO PREMIUM 3.0 4WD,2018,2023,Y,Y,01,1,A,2021,30-09-2022,CC,,3000.00,7,,,4879500,4879500,3900000,2,4929500,4929500,20-09-2022,570055,REDBOOK,14:35,N,      54352,AUDI21AN
19459,21BC0000033,21,10,BC,AUDI,A8,A8 L55 TFSI QUATTRO PREMIUM 3.0 4WD,2018,2023,Y,Y,01,1,A,2022,01-01-2023,CC,,3000.00,7,,,5779150,5779150,4600000,2,6799000,6799000,11-10-2022,570055,390159,17:00,N,      55566,AUDI22AS
19460,21BC0000033,21,10,BC,AUDI,A8,A8 L55 TFSI QUATTRO PREMIUM 3.0 4WD,2018,2023,Y,Y,01,1,A,2023,01-01-2023,CC,,3000.00,7,,,5779150,5779150,4600000,2,5779150,5779150,03-01-2023,650162,570055,13:37,A,,
19461,21BD0000033,21,07,BD,AUDI,A5,A5 40 S LINE 2.0 COUPE TFSI,2018,2019,Y,Y,01,2,A,2017,25-02-2022,CC,,1984.00,7,,,1776500,1776500,1400000,2,1870000,1870000,16-02-2022,340076,570055,10:35,N,,
19462,21BD0000033,21,07,BD,AUDI,A5,A5 40 S LINE 2.0 COUPE TFSI,2018,2019,Y,Y,01,2,A,2018,30-09-2022,CC,,1984.00,7,,,2025000,2025000,1600000,2,2109500,2109500,20-09-2022,570055,REDBOOK,14:32,N,      50578,AUDI18AP
19463,21BD0000033,21,07,BD,AUDI,A5,A5 40 S LINE 2.0 COUPE TFSI,2018,2019,Y,Y,01,2,A,2019,30-09-2022,CC,,1984.00,7,,,1912000,1912000,1500000,2,1991000,1991000,20-09-2022,570055,REDBOOK,14:33,N,      51727,AUDI19AD
19464,21BE0000033,21,10,BE,AUDI,A8,A8 L55 TFSI QUATTRO PRESTIGE 3.0,2018,2023,Y,Y,01,1,A,2018,30-09-2022,CC,,2995.00,7,,,4632000,4632000,3700000,2,4679500,4679500,20-09-2022,570055,REDBOOK,14:32,N,      51321,AUDI18AW
19465,21BE0000033,21,10,BE,AUDI,A8,A8 L55 TFSI QUATTRO PRESTIGE 3.0,2018,2023,Y,Y,01,1,A,2019,30-09-2022,CC,,2995.00,7,,,4790500,4790500,3800000,2,4839500,4839500,20-09-2022,570055,REDBOOK,14:33,N,      51734,AUDI19AK
19466,21BE0000033,21,10,BE,AUDI,A8,A8 L55 TFSI QUATTRO PRESTIGE 3.0,2018,2023,Y,Y,01,1,A,2020,30-09-2022,CC,,2995.00,7,,,5186500,5186500,4100000,2,5239500,5239500,20-09-2022,570055,REDBOOK,14:33,N,      53326,AUDI20AL
19467,21BE0000033,21,10,BE,AUDI,A8,A8 L55 TFSI QUATTRO PRESTIGE 3.0,2018,2023,Y,Y,01,1,A,2021,30-09-2022,CC,,3000.00,7,,,5622000,5622000,4500000,2,5679500,5679500,20-09-2022,570055,REDBOOK,14:35,N,      54353,AUDI21AO
19468,21BE0000033,21,10,BE,AUDI,A8,A8 L55 TFSI QUATTRO PRESTIGE 3.0,2018,2023,Y,Y,01,1,A,2022,01-01-2023,CC,,3000.00,7,,,6799150,6799150,5400000,2,7999000,7999000,11-10-2022,570055,390159,17:00,N,      55567,AUDI22AT
19469,21BE0000033,21,10,BE,AUDI,A8,A8 L55 TFSI QUATTRO PRESTIGE 3.0,2018,2023,Y,Y,01,1,A,2023,01-01-2023,CC,,3000.00,7,,,6799150,6799150,5400000,2,6799150,6799150,03-01-2023,650162,570055,13:37,A,,
19470,21BF0000033,21,15,BF,AUDI,Q7,Q7 45 QUATTRO S LINE BLACK EDITION TFSI 3.0,2018,2019,Y,Y,01,3,A,2018,25-02-2022,CC,,2995.00,7,,,3225000,3225000,2600000,2,4589235,4589235,16-02-2022,340076,570055,10:35,N,,
19471,21BF0000033,21,15,BF,AUDI,Q7,Q7 45 QUATTRO S LINE BLACK EDITION TFSI 3.0,2018,2019,Y,Y,01,3,A,2019,30-09-2022,CC,,2995.00,7,,,3193500,3193500,2600000,2,3325000,3325000,20-09-2022,570055,REDBOOK,14:33,N,      51741,AUDI19AR
19472,21BG0000033,21,29,BG,AUDI,Q8,Q8 55 QUATTRO S LINE 3.0 TFSI,2018,2023,Y,Y,01,3,A,2018,30-09-2022,CC,,2995.00,7,,,3990500,3990500,3200000,2,3951000,3951000,20-09-2022,570055,REDBOOK,14:33,N,      51723,AUDI18AY
19473,21BG0000033,21,29,BG,AUDI,Q8,Q8 55 QUATTRO S LINE 3.0 TFSI,2018,2023,Y,Y,01,3,A,2019,30-09-2022,CC,,2995.00,7,,,4155000,4155000,3300000,2,4114000,4114000,20-09-2022,570055,REDBOOK,14:33,N,      51745,AUDI19AV
19474,21BG0000033,21,29,BG,AUDI,Q8,Q8 55 QUATTRO S LINE 3.0 TFSI,2018,2023,Y,Y,01,3,A,2020,30-09-2022,CC,,2995.00,7,,,4309500,4309500,3400000,2,4310000,4310000,20-09-2022,570055,REDBOOK,14:33,N,      53334,AUDI20AT
19475,21BG0000033,21,29,BG,AUDI,Q8,Q8 55 QUATTRO S LINE 3.0 TFSI,2018,2023,Y,Y,01,3,A,2021,30-09-2022,CC,,2995.00,7,,,4657000,4657000,3700000,2,4657500,4657500,20-09-2022,570055,REDBOOK,14:35,N,      54361,AUDI21AW
19476,21BG0000033,21,29,BG,AUDI,Q8,Q8 55 QUATTRO S LINE 3.0 TFSI,2018,2023,Y,Y,01,3,A,2022,01-01-2023,CC,,2995.00,7,,,5779150,5779150,4600000,2,6799000,6799000,11-10-2022,570055,390159,17:00,N,      55576,AUDI22BC
19477,21BG0000033,21,29,BG,AUDI,Q8,Q8 55 QUATTRO S LINE 3.0 TFSI,2018,2023,Y,Y,01,3,A,2023,01-01-2023,CC,,2995.00,7,,,5779150,5779150,4600000,2,5779150,5779150,03-01-2023,650162,570055,13:37,A,,
