ID,SERIAL,Brand_CODE,MODEL_CODE,SUBMODEL_CODE,Vehicle_Brand,Vehicle_model,Vehicle_submodel,VH_YEAR_BEG,VH_YEAR_END,COVER_01_FLAG,COVER_PLUS_FLAG,VEHICLE_MARKET_GROUP,SEDAN_TYPE,SELL_STAT,SUBMODEL_YEAR,EFFECT_DATE,SCALE,WEIGHT,CC,SEAT_NO,CHASSIS_NO_FORMAT,ENGINE_NO_FORMAT,STANDARD_SUMINS,STANDARD_THEFT,80_SUMINS,CAR_GROUP,OLD_STD_SUMINS,OLD_STD_THEFT,CREATE_MODIFY_DATE,CREATE_ID,MODIFY_ID,MODIFY_TIME,MODEL_STATUS,rbm_serial,Redbook_Code
1,01020000033,01,19,02,TOYOTA,COROLLA,COROLLA 1.3 DXI (EE101),1993,1996,N,Y,02,4,A,1993,05-07-2022,CC,,1300.00,7,EE101-,4E-,15108,15108,12000,4,15903,15903,05-07-2022,340076,650162,17:28,N,,
2,01020000033,01,19,02,TOYOTA,COROLLA,COROLLA 1.3 DXI (EE101),1993,1996,N,Y,02,4,A,1994,30-09-2022,CC,,1300.00,7,EE101,4E,46500,46500,37000,4,44650,44650,20-09-2022,570055,REDBOOK,14:33,N,       1337,TOYO94AQ
3,01020000033,01,19,02,TOYOTA,COROLLA,COROLLA 1.3 DXI (EE101),1993,1996,N,Y,02,4,A,1995,30-09-2022,CC,,1300.00,7,EE101-,4E-,53500,53500,43000,4,51300,51300,20-09-2022,570055,REDBOOK,14:33,N,      13389,TOYO95AL
4,01020000033,01,19,02,TOYOTA,COROLLA,COROLLA 1.3 DXI (EE101),1993,1996,N,Y,02,4,A,1996,30-09-2022,CC,,1300.00,7,EE101,4E,54000,54000,43000,4,51775,51775,20-09-2022,570055,REDBOOK,14:34,N,       1346,TOYO96CV
5,01030000033,01,19,03,TOYOTA,COROLLA,COROLLA GXi 1.3 M (EE101),1994,1996,N,N,02,4,A,1994,30-09-2022,CC,,1300.00,7,EE101,,54000,54000,43000,4,51775,51775,20-09-2022,570055,REDBOOK,14:34,N,      11888,TOYO94AR
6,01030000033,01,19,03,TOYOTA,COROLLA,COROLLA GXi 1.3 M (EE101),1994,1996,N,N,02,4,A,1995,30-09-2022,CC,0.00,1300.00,7,EE101-,4E-,56000,56000,45000,4,52775,17500,20-09-2022,570055,REDBOOK,14:34,N,       1340,TOYO95AN
7,01030000033,01,19,03,TOYOTA,COROLLA,COROLLA GXi 1.3 M (EE101),1994,1996,N,N,02,4,A,1996,30-09-2022,CC,0.00,1300.00,7,EE101-,4E-,63000,63000,50000,4,53775,53775,20-09-2022,570055,REDBOOK,14:33,N,      16362,TOYO96CX
8,01040000033,01,19,04,TOYOTA,COROLLA,COROLLA GXi 1.3 A (EE101),1995,1996,N,N,02,4,A,1995,30-09-2022,CC,,1300.00,7,EE101-,4E-,61000,61000,49000,4,20000,20000,20-09-2022,570055,REDBOOK,14:34,N,       5882,TOYO95AM
9,01040000033,01,19,04,TOYOTA,COROLLA,COROLLA GXi 1.3 A (EE101),1995,1996,N,N,02,4,A,1996,30-09-2022,CC,,1300.00,7,EE101-,4E-,18500,18500,15000,4,21000,21000,20-09-2022,570055,REDBOOK,14:34,N,       8882,TOYO96CW
10,01050000033,01,19,05,TOYOTA,COROLLA,COROLLA 1.3 GLI (EE101),1993,1994,N,N,02,4,A,1993,30-09-2022,CC,,1300.00,7,EE101,4E,46500,46500,37000,4,44650,44650,20-09-2022,570055,REDBOOK,14:33,N,      13379,TOYO93AN
11,01050000033,01,19,05,TOYOTA,COROLLA,COROLLA 1.3 GLI (EE101),1993,1994,N,N,02,4,A,1994,30-09-2022,CC,,1300.00,7,EE101,4E,54000,54000,43000,4,51775,51775,20-09-2022,570055,REDBOOK,14:33,N,      16351,TOYO94AO
12,01060000033,01,19,06,TOYOTA,COROLLA,COROLLA 1.3 XL (EE100),1993,1994,N,N,02,4,A,1993,05-07-2022,CC,,1300.00,7,EE100,4E,18885,18885,15000,4,19879,19879,05-07-2022,340076,650162,17:28,N,,
13,01060000033,01,19,06,TOYOTA,COROLLA,COROLLA 1.3 XL (EE100),1993,1994,N,N,02,4,A,1994,30-09-2022,CC,,1300.00,7,EE100,4E,51500,51500,41000,4,49400,49400,20-09-2022,570055,REDBOOK,14:33,N,       4411,TOYO94AP
14,01070000033,01,19,07,TOYOTA,COROLLA,FORTUNER COMMANDER 2.4,1992,1994,N,Y,02,4,A,1992,05-07-2022,CC,,1300.00,7,EE100,2E,36100,36100,29000,4,38000,38000,05-07-2022,340076,650162,17:28,N,,
15,01070000033,01,19,07,TOYOTA,COROLLA,COROLLA 1.3 GL (EE100),1992,1994,N,Y,02,4,A,1993,30-09-2022,CC,,1300.00,7,EE100,2E,43500,43500,35000,4,41800,41800,20-09-2022,570055,REDBOOK,14:33,N,      13380,TOYO93AR
16,01070000033,01,19,07,TOYOTA,COROLLA,COROLLA 1.3 GL (EE100),1992,1994,N,Y,02,4,A,1994,05-07-2022,CC,,1300.00,7,EE100,2E,42750,42750,34000,4,45000,45000,05-07-2022,340076,650162,17:28,N,,
17,01080000033,01,19,08,TOYOTA,COROLLA,COROLLA (KE30),1977,1977,N,N,02,4,A,1977,05-07-2022,CC,,1300.00,7,,,7101,7101,6000,4,7475,7475,05-07-2022,340076,650162,17:28,N,,
18,01090000033,01,19,09,TOYOTA,COROLLA,COROLLA 1.3 GL (EE90),1989,1992,N,N,02,4,A,1989,05-07-2022,CC,,1300.00,7,,,17753,17753,14000,4,18687,18687,05-07-2022,340076,650162,17:28,N,,
19,01090000033,01,19,09,TOYOTA,COROLLA,COROLLA 1.3 GL (EE90),1989,1992,N,N,02,4,A,1990,05-07-2022,CC,,1300.00,7,,,19883,19883,16000,4,20929,20929,05-07-2022,340076,650162,17:28,N,,
20,01090000033,01,19,09,TOYOTA,COROLLA,COROLLA 1.3 GL (EE90),1989,1992,N,N,02,4,A,1991,05-07-2022,CC,,1300.00,7,EE90-,2E-,22722,22722,18000,4,23918,23918,05-07-2022,340076,650162,17:28,N,,
21,01090000033,01,19,09,TOYOTA,COROLLA,COROLLA 1.3 GL (EE90),1989,1992,N,N,02,4,A,1992,05-07-2022,CC,,1300.00,7,EE90-7*,2E-7*,24852,24852,20000,4,26160,26160,05-07-2022,340076,650162,17:28,N,,
22,010A0000033,01,04,0A,TOYOTA,ALPHARD,ALPHARD 3.5 GF,2021,2023,Y,Y,01,3,A,2021,01-01-2022,CC,,3500.00,7,,,3992000,3992000,3200000,2,4990000,4990000,09-12-2021,340076,570055,12:59,N,,
23,010A0000033,01,04,0A,TOYOTA,ALPHARD,ALPHARD 3.5 GF,2021,2023,Y,Y,01,3,A,2022,01-01-2023,CC,,3500.00,7,,,4241500,4241500,3400000,2,4990000,4990000,11-10-2022,340076,390159,17:00,N,,
24,010A0000033,01,04,0A,TOYOTA,ALPHARD,ALPHARD 3.5 GF,2021,2023,Y,Y,01,3,A,2023,01-01-2023,CC,,3500.00,7,,,4990000,4990000,4000000,2,4990000,4990000,,340076,,,A,,
25,010B0000033,01,14,0B,TOYOTA,CAMRY,CAMRY 2.5 SPORT,2021,2023,Y,Y,02,1,A,2021,01-01-2022,CC,,2500.00,7,,,1180000,1180000,940000,3,1475000,1475000,,340076,,,N,,
26,010B0000033,01,14,0B,TOYOTA,CAMRY,CAMRY 2.5 SPORT,2021,2023,Y,Y,02,1,A,2022,01-01-2023,CC,,2500.00,7,,,1253750,1253750,1000000,3,1475000,1475000,11-10-2022,570055,390159,17:00,N,      55418,TOYO22AG
27,010B0000033,01,14,0B,TOYOTA,CAMRY,CAMRY 2.5 SPORT,2021,2023,Y,Y,02,1,A,2023,01-01-2023,CC,,2500.00,7,,,1475000,1475000,1200000,3,1475000,1475000,,340076,,,A,,
28,010C0000033,01,14,0C,TOYOTA,CAMRY,CAMRY 2.5 PREMIUM,2021,2023,Y,Y,02,1,A,2021,01-01-2022,CC,,2500.00,7,,,1300000,1300000,1000000,3,1599000,1599000,14-12-2021,340076,340076,09:23,N,,
29,010C0000033,01,14,0C,TOYOTA,CAMRY,CAMRY 2.5 PREMIUM,2021,2023,Y,Y,02,1,A,2022,01-01-2023,CC,,2500.00,7,,,1359150,1359150,1100000,3,1599000,1599000,11-10-2022,570055,390159,17:00,N,      55419,TOYO22AH
30,010C0000033,01,14,0C,TOYOTA,CAMRY,CAMRY 2.5 PREMIUM,2021,2023,Y,Y,02,1,A,2023,01-01-2023,CC,,2500.00,7,,,1599000,1599000,1300000,3,1599000,1599000,,340076,,,A,,
31,010D0000033,01,14,0D,TOYOTA,CAMRY,CAMRY 2.5 HV PREMIUM LUXURY,2021,2023,Y,Y,02,H,A,2021,01-01-2022,CC,,2500.00,7,,,1447000,1447000,1200000,3,1809000,1809000,,340076,,,N,,
32,010D0000033,01,14,0D,TOYOTA,CAMRY,CAMRY 2.5 HV PREMIUM LUXURY,2021,2023,Y,Y,02,H,A,2022,01-01-2023,CC,,2500.00,7,,,1537650,1537650,1200000,3,1809000,1809000,11-10-2022,570055,390159,17:00,N,      55421,TOYO22AJ
33,010D0000033,01,14,0D,TOYOTA,CAMRY,CAMRY 2.5 HV PREMIUM LUXURY,2021,2023,Y,Y,02,H,A,2023,01-01-2023,CC,,2500.00,7,,,1809000,1809000,1400000,3,1809000,1809000,,340076,,,A,,
34,010E0000033,01,19,0E,TOYOTA,COROLLA,COROLLA ALTIS 1.8 SPORT,2021,2023,Y,Y,02,2,A,2021,01-01-2022,CC,,1800.00,7,,,864000,864000,690000,4,964000,964000,,340076,,,N,,
35,010E0000033,01,19,0E,TOYOTA,COROLLA,COROLLA ALTIS 1.8 SPORT,2021,2023,Y,Y,02,2,A,2022,01-01-2023,CC,,1800.00,7,,,827900,827900,660000,4,974000,974000,11-10-2022,570055,390159,17:00,N,      55432,TOYO22AU
36,010E0000033,01,19,0E,TOYOTA,COROLLA,COROLLA ALTIS 1.8 SPORT,2021,2023,Y,Y,02,2,A,2023,01-01-2023,CC,,1800.00,7,,,974000,974000,780000,4,964000,964000,,340076,,,A,,
37,010F0000033,01,84,0F,TOYOTA,YARIS,YARIS 1.2 X-URBAN SPORT PREMIUM X,2021,2023,Y,Y,02,4,A,2021,02-11-2021,CC,,1200.00,7,,,728600,728600,580000,5,658600,658600,,340076,,,N,,
38,010F0000033,01,84,0F,TOYOTA,YARIS,YARIS 1.2 X-URBAN SPORT PREMIUM X,2021,2023,Y,Y,02,4,A,2022,01-01-2023,CC,,1200.00,7,,,619310,619310,500000,5,728600,728600,11-10-2022,570055,390159,17:00,N,      55451,TOYO22BN
39,010F0000033,01,84,0F,TOYOTA,YARIS,YARIS 1.2 X-URBAN SPORT PREMIUM X,2021,2023,Y,Y,02,4,A,2023,01-01-2023,CC,,1200.00,7,,,728600,728600,580000,5,728600,728600,,340076,,,A,,
40,010G0000033,01,91,0G,TOYOTA,COROLLA CROSS,COROLLA CROSS PREMIUM SAFETY GR SPORT1. 8,2022,2023,Y,Y,02,H,A,2022,01-01-2023,CC,,1800.00,7,,,1074400,1074400,860000,3,1264000,1264000,11-10-2022,570055,390159,17:00,N,      55441,TOYO22BD
41,010G0000033,01,91,0G,TOYOTA,COROLLA CROSS,COROLLA CROSS PREMIUM SAFETY GR SPORT1. 8,2022,2023,Y,Y,02,H,A,2023,01-01-2023,CC,,1800.00,7,,,1264000,1264000,1000000,3,1249000,1249000,,340076,,,A,,
42,010H0000033,01,93,0H,TOYOTA,VELOZ,VELOZ 1.5 SMART,2022,2023,Y,Y,02,3,A,2022,01-01-2023,CC,,1500.00,7,,,675750,675750,540000,4,795000,795000,11-10-2022,570055,390159,17:00,N,      56215,TOYO22DP
43,010H0000033,01,93,0H,TOYOTA,VELOZ,VELOZ 1.5 SMART,2022,2023,Y,Y,02,3,A,2023,01-01-2023,CC,,1500.00,7,,,795000,795000,640000,4,795000,795000,,340076,,,A,,
44,010I0000033,01,93,0I,TOYOTA,VELOZ,VELOZ 1.5 PREMIUM,2022,2023,Y,Y,02,3,A,2022,01-01-2023,CC,,1500.00,7,,,743750,743750,600000,4,875000,875000,11-10-2022,570055,390159,17:00,N,      56216,TOYO22DQ
45,010I0000033,01,93,0I,TOYOTA,VELOZ,VELOZ 1.5 PREMIUM,2022,2023,Y,Y,02,3,A,2023,01-01-2023,CC,,1500.00,7,,,875000,875000,700000,4,875000,875000,,340076,,,A,,
46,010J0000033,01,44,0J,TOYOTA,LANDCRUISER,LANDCRUISER LC300,2022,2023,N,N,01,3,A,2022,01-01-2023,CC,,3500.00,7,,,7565000,7565000,6100000,2,8900000,8900000,11-10-2022,340076,390159,17:00,N,,
47,010J0000033,01,44,0J,TOYOTA,LANDCRUISER,LANDCRUISER LC300,2022,2023,N,N,01,3,A,2023,01-01-2023,CC,,3500.00,7,,,8900000,8900000,7100000,2,,,,340076,,,A,,
48,010K0000033,01,44,0K,TOYOTA,LANDCRUISER,LANDCRUISER SAHARA 3.3 D,2022,2023,N,N,01,3,A,2022,01-01-2023,CC,,3300.00,7,,,8550000,8550000,6800000,1,9500000,9500000,11-10-2022,340076,390159,17:00,N,,
49,010K0000033,01,44,0K,TOYOTA,LANDCRUISER,LANDCRUISER SAHARA 3.3 D,2022,2023,N,N,01,3,A,2023,01-01-2023,CC,,3300.00,7,,,9500000,9500000,7600000,1,,,,340076,,,A,,
50,010L0000033,01,96,0L,TOYOTA,GR86,GR86,2022,2023,N,N,01,5,A,2022,01-01-2023,CC,,2400.00,7,,,2465000,2465000,2000000,2,2900000,2900000,11-10-2022,340076,390159,17:00,N,,
51,010L0000033,01,96,0L,TOYOTA,GR86,GR86,2022,2023,N,N,01,5,A,2023,01-01-2023,CC,,2400.00,7,,,2900000,2900000,2300000,2,,,,340076,,,A,,
52,010M0000033,01,44,0M,TOYOTA,LANDCRUISER,LANDCRUISER VX300,2021,2023,N,N,01,3,A,2021,01-06-2022,CC,,3300.00,7,,,8600000,8600000,6900000,2,9600000,9600000,,340076,,,N,,
53,010M0000033,01,44,0M,TOYOTA,LANDCRUISER,LANDCRUISER VX300,2021,2023,N,N,01,3,A,2022,01-01-2023,CC,,3300.00,7,,,8160000,8160000,6500000,2,9600000,9600000,11-10-2022,340076,390159,17:00,N,,
54,010M0000033,01,44,0M,TOYOTA,LANDCRUISER,LANDCRUISER VX300,2021,2023,N,N,01,3,A,2023,01-01-2023,CC,,3300.00,7,,,9600000,9600000,7700000,2,,,,340076,,,A,,
55,010N0000033,01,29,0N,TOYOTA,FORTUNER,FORTUNER COMMANDER 2.4,2022,2023,Y,Y,02,3,A,2022,01-01-2023,CC,,2400.00,7,,,1279250,1279250,1000000,4,1505000,1505000,11-10-2022,340076,390159,17:00,N,,
56,010N0000033,01,29,0N,TOYOTA,FORTUNER,FORTUNER COMMANDER 2.4,2022,2023,Y,Y,02,3,A,2023,01-01-2023,CC,,2400.00,7,,,1505000,1505000,1200000,4,,,,340076,,,A,,
57,010O0000033,01,78,0O,TOYOTA,VIGO,VIGO CHAMP PRERNNER,2012,2012,N,Y,12,9,A,2012,05-07-2022,WG,3000.00,,,,,285000,285000,230000,,300000,300000,05-07-2022,340076,650162,17:28,N,,
58,010P0000033,01,84,0P,TOYOTA,YARIS,YARIS 60 ANNIVERSARY,2022,2023,Y,Y,02,4,A,2022,01-01-2023,CC,,1200.00,7,,,602650,602650,480000,5,709000,709000,11-10-2022,340076,390159,17:00,N,,
59,010P0000033,01,84,0P,TOYOTA,YARIS,YARIS 60 ANNIVERSARY,2022,2023,Y,Y,02,4,A,2023,01-01-2023,CC,,1200.00,7,,,602650,602650,480000,5,602650,602650,03-01-2023,650162,570055,13:37,A,,
60,010Q0000033,01,90,0Q,TOYOTA,YARIS ATIV,YARIS ATIV 1.2 SMART,2022,2023,Y,Y,02,4,A,2022,01-01-2023,CC,,1200.00,7,,,496400,496400,400000,5,584000,584000,11-10-2022,340076,390159,17:00,N,,
61,010Q0000033,01,90,0Q,TOYOTA,YARIS ATIV,YARIS ATIV 1.2 SMART,2022,2023,Y,Y,02,4,A,2023,01-01-2023,CC,,1200.00,7,,,584000,584000,470000,5,,,,340076,,,A,,
62,010R0000033,01,90,0R,TOYOTA,YARIS ATIV,YARIS ATIV 1.2 PREMIUM LUXURY,2022,2023,Y,Y,02,4,A,2022,01-01-2023,CC,,1200.00,7,,,585650,585650,470000,5,689000,689000,11-10-2022,340076,390159,17:00,N,,
63,010R0000033,01,90,0R,TOYOTA,YARIS ATIV,YARIS ATIV 1.2 PREMIUM LUXURY,2022,2023,Y,Y,02,4,A,2023,01-01-2023,CC,,1200.00,7,,,689000,689000,550000,5,,,,340076,,,A,,
64,010S0000033,01,60,0S,TOYOTA,REVO,REVO DOUBLE CAB Z EDITION 2.4 ENTRY A,2022,2023,Y,Y,14,6,A,2022,01-01-2023,CC,,2400.00,15,,,665100,665100,530000,3,739000,739000,11-10-2022,340076,390159,17:00,N,,
65,010S0000033,01,60,0S,TOYOTA,REVO,REVO DOUBLE CAB Z EDITION 2.4 ENTRY A,2022,2023,Y,Y,14,6,A,2023,01-01-2023,CC,,2400.00,15,,,739000,739000,590000,3,,,,340076,,,A,,
66,010V0000033,01,80,0V,TOYOTA,VOXY,VOXY 1.8 HYBRID,2021,2021,Y,N,01,3,A,2021,01-01-2022,CC,,1800.00,7,,,2100000,2100000,1700000,2,,,18-11-2022,650162,,13:55,A,,
67,010Y0000033,01,90,0Y,TOYOTA,YARIS ATIV,YARIS ATIV 1.2 PREMIUM,2022,2023,Y,Y,02,4,A,2022,01-01-2023,CC,,1200.00,7,,,560150,560150,450000,5,659000,659000,11-10-2022,570055,390159,17:00,N,      56291,TOYO22GO
68,010Y0000033,01,90,0Y,TOYOTA,YARIS ATIV,YARIS ATIV 1.2 PREMIUM,2022,2023,Y,Y,02,4,A,2023,01-01-2023,CC,,1200.00,7,,,659000,659000,530000,5,659000,659000,,340076,,,A,,
69,01100000033,01,19,10,TOYOTA,COROLLA,COROLLA 1.3 XL (EE90),1991,1991,N,N,02,4,A,1991,05-07-2022,CC,,1300.00,7,EE90-,2E-,17753,17753,14000,4,18687,18687,05-07-2022,340076,650162,17:28,N,,
70,01110000033,01,19,11,TOYOTA,COROLLA,COROLLA 1.5 DXi M (AE110),1996,1998,N,Y,02,4,A,1996,30-09-2022,CC,0.00,1500.00,7,,,52500,52500,42000,4,50350,50350,20-09-2022,570055,REDBOOK,14:34,N,      11897,TOYO96AD
71,01110000033,01,19,11,TOYOTA,COROLLA,COROLLA 1.5 DXi M (AE110),1996,1998,N,Y,02,4,A,1997,30-09-2022,CC,0.00,1500.00,7,AE110-,5A-,55000,55000,44000,4,51350,16500,20-09-2022,570055,REDBOOK,14:33,N,      16367,TOYO97DB
72,01110000033,01,19,11,TOYOTA,COROLLA,COROLLA 1.5 DXi M (AE110),1996,1998,N,Y,02,4,A,1998,30-09-2022,CC,,1500.00,7,AE110-,5A-,60500,60500,48000,4,52350,52350,20-09-2022,570055,REDBOOK,14:33,N,      16382,TOYO98JE
73,01120000033,01,19,12,TOYOTA,COROLLA,COROLLA GXi 1.5 M (AE110),1996,1998,N,Y,02,4,A,1996,30-09-2022,CC,0.00,1500.00,7,AE110,5A,61000,61000,49000,4,20000,20000,20-09-2022,570055,REDBOOK,14:33,N,       2909,TOYO96CU
74,01120000033,01,19,12,TOYOTA,COROLLA,COROLLA GXi 1.5 M (AE110),1996,1998,N,Y,02,4,A,1997,30-09-2022,CC,0.00,1500.00,7,AE110-,5A-,19500,19500,16000,4,21000,21000,20-09-2022,570055,REDBOOK,14:34,N,       2916,TOYO97EP
75,01120000033,01,19,12,TOYOTA,COROLLA,COROLLA GXi 1.5 M (AE110),1996,1998,N,Y,02,4,A,1998,30-09-2022,CC,,1500.00,7,AE110-,5A-,24000,24000,19000,4,24225,24225,20-09-2022,570055,REDBOOK,14:32,N,      10399,TOYO98AY
76,01130000033,01,19,13,TOYOTA,COROLLA,COROLLA GXi 1.5 A (AE110),1996,1998,N,Y,02,4,A,1996,30-09-2022,CC,0.00,1500.00,7,,,18500,18500,15000,4,19950,19950,20-09-2022,570055,REDBOOK,14:34,N,      11902,TOYO96CT
77,01130000033,01,19,13,TOYOTA,COROLLA,COROLLA GXi 1.5 A (AE110),1996,1998,N,Y,02,4,A,1997,30-09-2022,CC,0.00,1500.00,7,AE110,5A,22500,22500,18000,4,23000,23000,20-09-2022,570055,REDBOOK,14:34,N,      11908,TOYO97EO
78,01130000033,01,19,13,TOYOTA,COROLLA,COROLLA GXi 1.5 A (AE110),1996,1998,N,Y,02,4,A,1998,30-09-2022,CC,,1500.00,7,AE110-,5A-,27000,27000,22000,4,27075,27075,20-09-2022,570055,REDBOOK,14:34,N,      11916,TOYO98AQ
79,01140000033,01,19,14,TOYOTA,COROLLA,COROLLA GXi 1.6 M (AE111),1996,2001,Y,Y,02,4,A,1996,30-09-2022,CC,0.00,1600.00,7,,,20000,20000,16000,4,22325,22325,20-09-2022,570055,REDBOOK,14:34,N,      11899,TOYO96DE
80,01140000033,01,19,14,TOYOTA,COROLLA,COROLLA GXi 1.6 M (AE111),1996,2001,Y,Y,02,4,A,1997,30-09-2022,CC,0.00,1600.00,7,,,23000,23000,18000,4,23750,23750,20-09-2022,570055,REDBOOK,14:32,N,      10395,TOYO97HQ
81,01140000033,01,19,14,TOYOTA,COROLLA,COROLLA GXi 1.6 M (AE111),1996,2001,Y,Y,02,4,A,1998,30-09-2022,CC,0.00,1600.00,7,,,34000,34000,27000,4,33725,33725,20-09-2022,570055,REDBOOK,14:34,N,      13412,TOYO98IZ
82,01140000033,01,19,14,TOYOTA,COROLLA,COROLLA GXi 1.6 M (AE111),1996,2001,Y,Y,02,4,A,1999,30-09-2022,CC,0.00,1600.00,7,AE111-,4A-,36500,36500,29000,4,34725,32000,20-09-2022,570055,REDBOOK,14:32,N,      13414,TOYO99DI
83,01140000033,01,19,14,TOYOTA,COROLLA,COROLLA GXi 1.6 M (AE111),1996,2001,Y,Y,02,4,A,2000,30-09-2022,CC,,1600.00,7,AE111-,4A-,31500,31500,25000,4,40500,40500,20-09-2022,570055,REDBOOK,14:33,N,      13237,TOYO00EG
84,01140000033,01,19,14,TOYOTA,COROLLA,COROLLA GXi 1.6 M (AE111),1996,2001,Y,Y,02,4,A,2001,30-09-2022,CC,,1600.00,7,AE111-,4A-,45000,45000,36000,4,44175,44175,20-09-2022,570055,REDBOOK,14:33,N,      13252,TOYO01KL
85,01150000033,01,19,15,TOYOTA,COROLLA,COROLLA 1.6 GLi M (AE101),1992,1996,N,N,02,4,A,1992,30-09-2022,CC,,1600.00,7,AE101,4A,48500,48500,39000,4,46550,46550,20-09-2022,570055,REDBOOK,14:33,N,      14869,TOYO92AF
86,01150000033,01,19,15,TOYOTA,COROLLA,COROLLA 1.6 GLi M (AE101),1992,1996,N,N,02,4,A,1993,30-09-2022,CC,,1600.00,7,AE101,4A,54000,54000,43000,4,51775,51775,20-09-2022,570055,REDBOOK,14:33,N,       8875,TOYO93AP
87,01150000033,01,19,15,TOYOTA,COROLLA,COROLLA 1.6 GLi M (AE101),1992,1996,N,N,02,4,A,1994,30-09-2022,CC,0.00,1600.00,7,AE101-,4A-K,61000,61000,49000,4,58425,58425,20-09-2022,570055,REDBOOK,14:34,N,      11890,TOYO94BF
88,01150000033,01,19,15,TOYOTA,COROLLA,COROLLA 1.6 GLi M (AE101),1992,1996,N,N,02,4,A,1995,30-09-2022,CC,,1600.00,7,AE101-,4A-K,62000,62000,50000,4,59425,21500,20-09-2022,570055,REDBOOK,14:32,N,      10388,TOYO95BD
89,01150000033,01,19,15,TOYOTA,COROLLA,COROLLA 1.6 GLi M (AE101),1992,1996,N,N,02,4,A,1996,30-09-2022,CC,,1600.00,7,AE101-,4A-K,20000,20000,16000,4,60425,60425,20-09-2022,570055,REDBOOK,14:34,N,      11900,TOYO96BO
90,01160000033,01,19,16,TOYOTA,COROLLA,COROLLA 1.6 GLi A. (AE101),1992,1996,N,N,02,4,A,1992,30-09-2022,CC,,1600.00,7,AE101-,4A-,54000,54000,43000,4,51775,51775,20-09-2022,570055,REDBOOK,14:33,N,      13377,TOYO92AG
91,01160000033,01,19,16,TOYOTA,COROLLA,COROLLA 1.6 GLi A. (AE101),1992,1996,N,N,02,4,A,1993,30-09-2022,CC,0.00,1600.00,7,AE101-,4A-,59000,59000,47000,4,56525,56525,20-09-2022,570055,REDBOOK,14:33,N,      16345,TOYO93AQ
92,01160000033,01,19,16,TOYOTA,COROLLA,COROLLA 1.6 GLi A. (AE101),1992,1996,N,N,02,4,A,1994,30-09-2022,CC,,1600.00,7,AE101-,4A-,63000,63000,50000,4,57525,20000,20-09-2022,570055,REDBOOK,14:33,N,       4413,TOYO94BE
93,01160000033,01,19,16,TOYOTA,COROLLA,COROLLA 1.6 GLi A. (AE101),1992,1996,N,N,02,4,A,1995,30-09-2022,CC,,1600.00,7,AE101-,4A-K,19000,19000,15000,4,21000,21000,20-09-2022,570055,REDBOOK,14:33,N,      13392,TOYO95BE
94,01160000033,01,19,16,TOYOTA,COROLLA,COROLLA 1.6 GLi A. (AE101),1992,1996,N,N,02,4,A,1996,30-09-2022,CC,,1600.00,7,AE101-*7,4A-*7,24000,24000,19000,4,25175,25175,20-09-2022,570055,REDBOOK,14:33,N,       2912,TOYO96DD
95,01170000033,01,19,17,TOYOTA,COROLLA,COROLLA 1.6 (AE92),1988,1993,N,N,02,4,A,1988,05-07-2022,CC,,1600.00,7,,,21302,21302,17000,4,22423,22423,05-07-2022,340076,650162,17:28,N,,
96,01170000033,01,19,17,TOYOTA,COROLLA,COROLLA 1.6 (AE92),1988,1993,N,N,02,4,A,1989,05-07-2022,CC,,1600.00,7,,,19883,19883,16000,4,20929,20929,05-07-2022,340076,650162,17:28,N,,
97,01170000033,01,19,17,TOYOTA,COROLLA,COROLLA 1.6 (AE92),1988,1993,N,N,02,4,A,1990,05-07-2022,CC,,1600.00,7,AE92,,21302,21302,17000,4,22423,22423,05-07-2022,340076,650162,17:28,N,,
98,01170000033,01,19,17,TOYOTA,COROLLA,COROLLA 1.6 (AE92),1988,1993,N,N,02,4,A,1991,05-07-2022,CC,,1600.00,7,AE92-,4A,22722,22722,18000,4,23918,23918,05-07-2022,340076,650162,17:28,N,,
99,01170000033,01,19,17,TOYOTA,COROLLA,COROLLA 1.6 (AE92),1988,1993,N,N,02,4,A,1992,05-07-2022,CC,,1600.00,7,AE92-,4A-,29822,29822,24000,4,31392,31392,05-07-2022,340076,650162,17:28,N,,
100,01170000033,01,19,17,TOYOTA,COROLLA,COROLLA 1.6 (AE92),1988,1993,N,N,02,4,A,1993,05-07-2022,CC,,1600.00,7,AE92,,31953,31953,26000,4,33635,33635,05-07-2022,340076,650162,17:28,N,,
101,01190000033,01,19,19,TOYOTA,COROLLA,COROLLA SEG 1.6 A ABS (AE111),1996,1998,N,Y,02,4,A,1996,30-09-2022,CC,0.00,1600.00,7,AE111-,4A-,25500,25500,20000,4,26125,26125,20-09-2022,570055,REDBOOK,14:33,N,       1348,TOYO96DF
102,01190000033,01,19,19,TOYOTA,COROLLA,COROLLA SEG 1.6 A ABS (AE111),1996,1998,N,Y,02,4,A,1997,30-09-2022,CC,0.00,1600.00,7,AE111-,4A-,29500,29500,24000,4,29500,29500,20-09-2022,570055,REDBOOK,14:34,N,       5893,TOYO97JE
103,01190000033,01,19,19,TOYOTA,COROLLA,COROLLA SEG 1.6 A ABS (AE111),1996,1998,N,Y,02,4,A,1998,30-09-2022,CC,0.00,1600.00,7,AE111-,4A-,35500,35500,28000,4,35150,35150,20-09-2022,570055,REDBOOK,14:33,N,      16381,TOYO98JD
