ID,Commission_Code,Valid_start,Valid_End,Product_Code,Product_Name,INC_Code,Insure_Type,Company_Insure_Type,Categories,Sub_Categories,Sub_Categories2,Main_Rider,minAge,maxAge,minSumAssure,maxSumAssure,maxRAR,minRAR,ComCommission,ComCommission_2,ComCommission_3,ComCommission_4,ComCommission_5,ComCommission_6,ComCommission_7,ComCommission_8,ComCommission_9,ComCommission_10,ComCommission_11Up,AgCommission,AgCommission_2,AgCommission_3,AgCommission_4,AgCommission_5,AgCommission_6,AgCommission_7,AgCommission_8,AgCommission_9,AgCommission_10,AgCommission_11Up,InCommission,InCommission_2,InCommission_3,InCommission_4,InCommission_5,InCommission_6,InCommission_7,InCommission_8,InCommission_9,InCommission_10,InCommission_11Up
1,CMAET00010002,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAET0001,ประกันสุขภาพ Platinum (AETNA),AET,Non-Life,2,การประกันภัยเบ็ดเตล็ด,สุขภาพ,Non-Motor,Main,,,,,,,0.12,,,,,,,,,,,0.084,,,,,,,,,,,0.084,,,,,,,,,,
2,CMAET00020001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAET0002,ประกันสุขภาพ Personal Care/New personal Care (AETNA),AET,Non-Life,2,การประกันภัยเบ็ดเตล็ด,สุขภาพ,Non-Motor,Main,,,,,,,0.12,,,,,,,,,,,0.084,,,,,,,,,,,0.084,,,,,,,,,,
3,CMAET00030001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAET0003,ประกันสุขภาพ แซปไฟร์  โอพีดีดีลักซ์ (AETNA),AET,Non-Life,2,การประกันภัยเบ็ดเตล็ด,สุขภาพ,Non-Motor,Main,,,,,,,0.12,,,,,,,,,,,0.084,,,,,,,,,,,0.084,,,,,,,,,,
4,CMAET00040001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAET0004,ประกันสุขภาพ โอปอล Opal (AETNA),AET,Non-Life,2,การประกันภัยเบ็ดเตล็ด,สุขภาพ,Non-Motor,Main,,,,,,,0.12,,,,,,,,,,,0.084,,,,,,,,,,,0.084,,,,,,,,,,
889,CMAIA0001001,2026-03-26 00:00:00,9999-01-01 00:00:00,PDAIA0001,ประกันสุขภาพกลุ่ม [????] (AIA),AIA,Life,1,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,CMAIA0002001,2026-05-30 00:00:00,9999-01-01 00:00:00,PDAIA0002,ประกันสุขภาพกลุ่ม  (AIA),AIA,Life,1,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CMAIG0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0001,ประกันการเดินทาง (AIG),AIG,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันการเดินทาง,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
784,CMIG00011001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG00011,ประกันอุบัติเหตุกลุ่ม (AIG),AIG,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันกลุ่ม,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,CMIG00012001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG00012,ประกันความเสี่ยงภัยทรัพย์สิน IAR  (AIG),AIG,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CMAIG0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0002,ประกันอัคคีภัย (AIG),AIG,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
7,CMAIG0003001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0003,ประกันอุบัติเหตุส่วนบุคคล PA (AIG),AIG,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
8,CMAIG0004001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0004,ความรับผิดตามกฏหมายต่อบุคคลภายนอก PL (AIG),AIG,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,CMAIG0005001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0005,ประกันรถยนต์ชั้น 1 (AIG),AIG,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,CMAIG0006001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0006,ประกันรถยนต์ชั้น 2 (AIG),AIG,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,CMAIG0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0007,ประกันรถยนต์ชั้น 3 (AIG),AIG,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,CMAIG0008001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0008,ประกันรถยนต์ชั้น 2+ (AIG),AIG,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,CMAIG0009001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0009,ประกันรถยนต์ชั้น 3+ (AIG),AIG,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,CMAIG0010001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIG0010,พรบ รถยนต์ (AIG),AIG,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,CMAIG0011001,2025-07-21 00:00:00,9999-01-01 00:00:00,PDAIG0011,ประกันความรับผิดของผู้บริหารและกรรมการ (D&O),AIG,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
9,CMAIO0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0001,ประกันรถยนต์ชั้น 1 (AIO),AIO,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
10,CMAIO0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0002,ประกันรถยนต์ชั้น 2 (AIO),AIO,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
11,CMAIO0003001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0003,ประกันรถยนต์ชั้น 3 (AIO),AIO,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
12,CMAIO0004001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0004,ประกันรถยนต์ชั้น 2+ (AIO),AIO,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
13,CMAIO0005001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0005,ประกันรถยนต์ชั้น 3+ (AIO),AIO,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
14,CMAIO0006001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0006,ประกันอุบัติเหตุส่วนบุคคล PA (AIO),AIO,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
15,CMAIO0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0007,ประกันสุขภาพ (AIO),AIO,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,
16,CMAIO0008001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0008,พรบ รถยนต์ (AIO),AIO,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,0.12,,,,,,,,,,,0.08,,,,,,,,,,,0.08,,,,,,,,,,
17,CMAIO0009001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAIO0009,"ประกันความเสี่ยงภัยทุกชนิต (IAR, BI, All Risks) (AIO)",AIO,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
854,CMAIO0010001,2025-10-03 00:00:00,9999-01-01 00:00:00,PDAIO0010,ประกันรถจักรยานยนต์ชั้น 1 (AIO),AIO,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,CMAIO0011001,2026-02-25 00:00:00,9999-01-01 00:00:00,PDAIO0011,ประกันอัคคีภัย  (AIO),AIO,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,CMAIO0012001,2026-04-28 00:00:00,9999-01-01 00:00:00,PDAIO0012,ประกันความรับผิดตามกฏหมายต่อบุคคลภายนอก PL (AIO),AIO,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,CMAKN0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0001,ซูเปอร์ริช 10/1,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.01,,,,,,,,,,,0.008,0,0,0,0,0,0,0,0,0,,0.008,0,0,0,0,,,,,,
257,CMAKN0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0002,ซูเปอร์คุ้ม 10/3,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.03,0.0125,0.0075,,,,,,,,,0.024,0.0087,0.0052,0,0,0,0,0,0,0,,0.024,0.0087,0.0052,0,0,,,,,,
258,CMAKN0003001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0003,เซฟวิ่ง ซูเปอร์โฟร์ 10/4,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.1,0.1,0.05,0.05,,,,,,,,0.08,0.07,0.035,0.035,0,0,0,0,0,0,,0.08,0.07,0.035,0.035,0,,,,,,
259,CMAKN0004001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0004,คุ้มสุขเต็มสิบ 10/5 (อาคเนย์),AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.055,0.025,0.015,0.0025,0.0025,,,,,,,0.044,0.0175,0.0105,0.0018,0.0018,0,0,0,0,0,,0.044,0.0175,0.0105,0.0018,0.0018,,,,,,
260,CMAKN0005001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0005,อาคเนย์ คืนไว 12/6,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.08,0.04,0.02,0.02,0.02,0.02,,,,,,0.064,0.028,0.014,0.014,0.014,0.014,0,0,0,0,,0.064,0.028,0.014,0.014,0.014,,,,,,
261,CMAKN0006001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0006,เอ็กซ์ตร้า เซฟวิ่ง 12/6,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.05,0.03,0.015,0.015,0.015,0.015,,,,,,0.04,0.021,0.0105,0.0105,0.0105,0.0105,0,0,0,0,,0.04,0.021,0.0105,0.0105,0.0105,,,,,,
262,CMAKN0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0007,สะสมทรัพย์4 15/8 มีเงินจ่ายคืนพิเศษ,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.16,0.08,0.04,0.04,0.04,0.04,0.04,0.04,,,,0.128,0.056,0.028,0.028,0.028,0.028,0.028,0.028,0,0,,0.128,0.056,0.028,0.028,0.028,,,,,,
263,CMAKN0008001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0008,สะสมทรัพย์4 15/8 มีเงินจ่ายคืนพิเศษ (รายเดือน),AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.11,0.08,0.04,0.04,0.04,0.04,0.04,0.04,,,,0.088,0.056,0.028,0.028,0.028,0.028,0.028,0.028,0,0,,0.088,0.056,0.028,0.028,0.028,,,,,,
264,CMAKN0009001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0009,เซฟวิ่ง การันตี 20/10,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.21,0.1,0.06,0.01,0.01,,,,,,,0.168,0.07,0.042,0.007,0.007,0,0,0,0,0,,0.168,0.07,0.042,0.007,0.007,,,,,,
265,CMAKN0010001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0010,ทรัพย์กาญจนา 2 (20/14),AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.2,0.1,0.06,0.03,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.16,0.07,0.042,0.021,0.021,0.021,0.0105,0.0105,0.0105,0.0105,,0.16,0.07,0.042,0.021,0.021,,,,,,
266,CMAKN0011001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0011,ทรัพย์กาญจนา 2 (20/14) รายเดือน,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.15,0.1,0.06,0.03,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.12,0.07,0.042,0.021,0.021,0.021,0.0105,0.0105,0.0105,0.0105,,0.12,0.07,0.042,0.021,0.021,,,,,,
267,CMAKN0012001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0012,ทรัพย์เพิ่มทวี2 (21/21),AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.2,0.12,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.16,0.084,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.16,0.084,0.056,0.028,0.028,,,,,,
268,CMAKN0013001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0013,ทรัพย์เพิ่มทวี2 (25/25),AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.25,0.12,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.2,0.084,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.2,0.084,0.056,0.028,0.028,,,,,,
269,CMAKN0014001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0014,ทรัพย์เพิ่มทวี2 (25/25) รายเดือน,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.2,0.12,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.16,0.084,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.16,0.084,0.056,0.028,0.028,,,,,,
270,CMAKN0015001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0015,อาคเนย์มิลเลเนียม 25/15,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.3,0.15,0.1,0.05,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.24,0.105,0.07,0.035,0.035,0.035,0.014,0.014,0.014,0.014,,0.24,0.105,0.07,0.035,0.035,,,,,,
271,CMAKN0016001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0016,อาคเนย์มิลเลเนียม 25/25,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.3,0.2,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.24,0.14,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.24,0.14,0.056,0.028,0.028,,,,,,
272,CMAKN0017001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0017,อาคเนย์มิลเลเนียม 25/25 รายเดือน,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.25,0.2,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.2,0.14,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.2,0.14,0.056,0.028,0.028,,,,,,
273,CMAKN0018001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0018,ทรัพย์มั่นคง 2489-R,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.2,0.1,0.06,0.03,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.16,0.07,0.042,0.021,0.021,0.021,0.0105,0.0105,0.0105,0.0105,,0.16,0.07,0.042,0.021,0.021,,,,,,
274,CMAKN0019001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0019,ทรัพย์มั่นคงพิเศษ 2489-R,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.2,0.1,0.06,0.03,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.16,0.07,0.042,0.021,0.021,0.021,0.0105,0.0105,0.0105,0.0105,,0.16,0.07,0.042,0.021,0.021,,,,,,
275,CMAKN0020001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0020,ทรัพย์มั่นคง 2489-R รายเดือน,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.15,0.1,0.06,0.03,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.12,0.07,0.042,0.021,0.021,0.021,0.0105,0.0105,0.0105,0.0105,,0.12,0.07,0.042,0.021,0.021,,,,,,
276,CMAKN0021001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0021,ทรัพย์มั่นคงพิเศษ 2489-R รายเดือน,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.15,0.1,0.06,0.03,0.03,0.03,0.015,0.015,0.015,0.015,0.015,0.12,0.07,0.042,0.021,0.021,0.021,0.0105,0.0105,0.0105,0.0105,,0.12,0.07,0.042,0.021,0.021,,,,,,
277,CMAKN0022001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0022,อภิพร 2(90/21),AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.25,0.12,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.2,0.084,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.2,0.084,0.056,0.028,0.028,,,,,,
278,CMAKN0023001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0023,อภิพร 2(90/21) รายเดือน,AKN,Life,1,ประเภทสามัญ,ประกันสะสมทรัพย์,Life,Main,,,,,,,0.2,0.12,0.08,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.16,0.084,0.056,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.16,0.084,0.056,0.028,0.028,,,,,,
279,CMAKN0024001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0024,ซิมเปิ้ล ซีเนียร์ 90/10,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.15,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.12,0.056,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,0.12,0.056,0.035,0.035,0.035,,,,,,
280,CMAKN0025001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0025,ซิมเปิ้ล ซีเนียร์ 90/15,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.16,0.07,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,0.16,0.07,0.035,0.035,0.035,,,,,,
281,CMAKN00260001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0026,อาคเนย์บำนาญ 85/55,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,35,,,,,0.15,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.12,0.042,0.035,0.021,0.021,0.021,0.021,0.021,0.021,0.021,,0.12,0.042,0.035,0.021,0.021,,,,,,
282,CMAKN00270001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0027,อาคเนย์บำนาญ 85/60,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,35,,,,,0.18,0.08,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.144,0.056,0.049,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,0.144,0.056,0.049,0.035,0.035,,,,,,
283,CMAKN0028001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0028,อาคเนย์บำนาญ 95/1,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,,,,,,,0.015,,,,,,,,,,,0.012,0,0,0,0,0,0,0,0,0,,0.012,0,0,0,0,,,,,,
284,CMAKN00290001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0029,อาคเนย์บำนาญ 95/5,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,44,,,,,0.08,0.04,0.03,0.02,0.02,,,,,,,0.064,0.028,0.021,0.014,0.014,0,0,0,0,0,,0.064,0.028,0.021,0.014,0.014,,,,,,
285,CMAKN00300001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0030,อาคเนย์บำนาญ 95/10,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,39,,,,,0.1,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.08,0.035,0.021,0.014,0.014,0.014,0.014,0.014,0.014,0.014,,0.08,0.035,0.021,0.014,0.014,,,,,,
286,CMAKN00310001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0031,อาคเนย์บำนาญ 95/55,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,35,,,,,0.15,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.12,0.042,0.035,0.021,0.021,0.021,0.021,0.021,0.021,0.021,,0.12,0.042,0.035,0.021,0.021,,,,,,
287,CMAKN00320001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0032,อาคเนย์บำนาญ 95/60,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,35,,,,,0.18,0.08,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.144,0.056,0.049,0.028,0.028,0.028,0.028,0.028,0.028,0.028,,0.144,0.056,0.049,0.028,0.028,,,,,,
288,CMAKN00330001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0033,อาคเนย์บำนาญ 95/65,AKN,Life,1,ประเภทสามัญ,ประกันบำนาญ,Life,Main,30,35,,,,,0.2,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.16,0.063,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,0.16,0.063,0.035,0.035,0.035,,,,,,
289,CMAKN00340001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0034,เฮลท์ ฟันด์ 80/60,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,18,29,,,,,0.25,0.15,0.1,0.05,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.2,0.105,0.07,0.035,0.035,0.035,0.014,0.014,0.014,0.014,,0.2,0.105,0.07,0.035,0.035,,,,,,
290,CMAKN0035001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0035,อุบัติเหตุส่วนบุคคล พีเอ พลัส (PA PLUS) แบบ PA Family,AKN,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Main,,,,,,,0.18,,,,,,,,,,,0.144,0,0,0,0,0,0,0,0,0,,0.144,0,0,0,0,,,,,,
291,CMAKN0036001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0036,อุบัติเหตุส่วนบุคคล พีเอ พลัส (PA PLUS) แบบ PA One,AKN,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Main,,,,,,,0.18,,,,,,,,,,,0.144,0,0,0,0,0,0,0,0,0,,0.144,0,0,0,0,,,,,,
292,CMAKN0037001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0037,อุบัติเหตุส่วนบุคคล พีเอ พลัส (PA PLUS) แบบ PA Executive,AKN,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Main,,,,,,,0.18,,,,,,,,,,,0.144,0,0,0,0,0,0,0,0,0,,0.144,0,0,0,0,,,,,,
293,CMAKN0038001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0038,ซูเปอร์ไลฟ์ 99/5,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.15,0.1,0.05,0.03,0.03,,,,,,,0.12,0.07,0.035,0.021,0.021,0,0,0,0,0,,0.12,0.07,0.035,0.021,0.021,,,,,,
294,CMAKN0039001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0039,ซูเปอร์ไลฟ์ 99/10,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.25,0.12,0.08,0.04,0.02,0.02,0.02,0.02,0.02,0.02,,0.2,0.084,0.056,0.028,0.014,0.014,0.014,0.014,0.014,0.014,,0.2,0.084,0.056,0.028,0.014,,,,,,
295,CMAKN0040001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDAKN0040,ซูเปอร์ไลฟ์ 99/20,AKN,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Main,,,,,,,0.35,0.15,0.1,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.28,0.105,0.07,0.028,0.028,0.028,0.014,0.014,0.014,0.014,,0.28,0.105,0.07,0.028,0.028,,,,,,
