ID,Location_Code,province,amphur,district,zip
1,100101,กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,10200
2,100102,กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,10200
3,100103,กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,10200
4,100104,กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,10200
5,100105,กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,10200
6,100106,กรุงเทพมหานคร,พระนคร,เสาชิงช้า,10200
7,100107,กรุงเทพมหานคร,พระนคร,บวรนิเวศ,10200
8,100108,กรุงเทพมหานคร,พระนคร,ตลาดยอด,10200
9,100109,กรุงเทพมหานคร,พระนคร,ชนะสงคราม,10200
10,100110,กรุงเทพมหานคร,พระนคร,บ้านพานถม,10200
11,100111,กรุงเทพมหานคร,พระนคร,บางขุนพรหม,10200
12,100112,กรุงเทพมหานคร,พระนคร,วัดสามพระยา,10200
13,100201,กรุงเทพมหานคร,ดุสิต,ดุสิต,10300
14,100202,กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,10300
15,100203,กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,10300
16,100204,กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,10300
17,100206,กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,10300
18,100301,กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,10530
19,100302,กรุงเทพมหานคร,หนองจอก,หนองจอก,10530
20,100303,กรุงเทพมหานคร,หนองจอก,คลองสิบ,10530
21,100304,กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,10530
22,100305,กรุงเทพมหานคร,หนองจอก,โคกแฝด,10530
23,100306,กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,10530
24,100307,กรุงเทพมหานคร,หนองจอก,ลำผักชี,10530
25,100308,กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,10530
26,100401,กรุงเทพมหานคร,บางรัก,มหาพฤฒาราม,10500
27,100402,กรุงเทพมหานคร,บางรัก,สีลม,10500
28,100403,กรุงเทพมหานคร,บางรัก,สุริยวงศ์,10500
29,100404,กรุงเทพมหานคร,บางรัก,บางรัก,10500
30,100405,กรุงเทพมหานคร,บางรัก,สี่พระยา,10500
31,100502,กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,10220
32,100508,กรุงเทพมหานคร,บางเขน,ท่าแร้ง,10220
33,100601,กรุงเทพมหานคร,บางกะปิ,คลองจั่น,10240
34,100608,กรุงเทพมหานคร,บางกะปิ,หัวหมาก,10240
35,100701,กรุงเทพมหานคร,ปทุมวัน,รองเมือง,10330
36,100702,กรุงเทพมหานคร,ปทุมวัน,วังใหม่,10330
37,100703,กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,10330
38,100704,กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,10330
39,100801,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,10100
40,100802,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,10100
41,100803,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,คลองมหานาค,10100
42,100804,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,10100
43,100805,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,10100
44,100905,กรุงเทพมหานคร,พระโขนง,บางจาก,10260
45,101001,กรุงเทพมหานคร,มีนบุรี,มีนบุรี,10510
46,101002,กรุงเทพมหานคร,มีนบุรี,แสนแสบ,10510
47,101101,กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,10520
48,101102,กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,10520
49,101103,กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,10520
50,101104,กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว,10520
51,101105,กรุงเทพมหานคร,ลาดกระบัง,ทับยาว,10520
52,101106,กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,10520
53,101203,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,10120
54,101204,กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,10120
55,101301,กรุงเทพมหานคร,สัมพันธวงศ์,จักรวรรดิ,10100
56,101302,กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,10100
57,101303,กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,10100
58,101401,กรุงเทพมหานคร,พญาไท,สามเสนใน,10400
59,101501,กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,10600
60,101502,กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,10600
61,101503,กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,10600
62,101504,กรุงเทพมหานคร,ธนบุรี,บุคคโล,10600
63,101505,กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,10600
64,101506,กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,10600
65,101507,กรุงเทพมหานคร,ธนบุรี,สำเหร่,10600
66,101601,กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,10600
67,101602,กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,10600
68,101701,กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,10310
69,101702,กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,10310
70,101704,กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,10310
71,101801,กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,10600
72,101802,กรุงเทพมหานคร,คลองสาน,คลองสาน,10600
73,101803,กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,10600
74,101804,กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,10600
75,101901,กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,10170
76,101902,กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,10170
77,101903,กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,10170
78,101904,กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,10170
79,101905,กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,10170
80,101907,กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,10170
81,102004,กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,10700
82,102005,กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,10700
83,102006,กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,10700
84,102007,กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,10700
85,102009,กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,10700
86,102105,กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,10150
87,102107,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,10150
88,102201,กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,10160
89,102202,กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,10160
90,102203,กรุงเทพมหานคร,ภาษีเจริญ,บางแค,10160
91,102204,กรุงเทพมหานคร,ภาษีเจริญ,บางแคเหนือ,10160
92,102205,กรุงเทพมหานคร,ภาษีเจริญ,บางไผ่,10160
93,102206,กรุงเทพมหานคร,ภาษีเจริญ,บางจาก,10160
94,102207,กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,10160
95,102208,กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,10160
96,102209,กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ,10160
97,102210,กรุงเทพมหานคร,ภาษีเจริญ,คูหาสวรรค์,10160
98,102302,กรุงเทพมหานคร,หนองแขม,หนองแขม,10160
99,102303,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,10160
100,102401,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,10140
101,102402,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,10140
102,102403,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางมด,10140
103,102404,กรุงเทพมหานคร,ราษฎร์บูรณะ,ทุ่งครุ,10140
104,102501,กรุงเทพมหานคร,บางพลัด,บางพลัด,10700
105,102502,กรุงเทพมหานคร,บางพลัด,บางอ้อ,10700
106,102503,กรุงเทพมหานคร,บางพลัด,บางบำหรุ,10700
107,102504,กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,10700
108,102601,กรุงเทพมหานคร,ดินแดง,ดินแดง,10400
109,102701,กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,10240
110,102702,กรุงเทพมหานคร,บึงกุ่ม,สะพานสูง,10240
111,102703,กรุงเทพมหานคร,บึงกุ่ม,คันนายาว,10240
7459,102704,กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,10240
112,102801,กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,10120
113,102802,กรุงเทพมหานคร,สาทร,ยานนาวา,10120
114,102803,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,10120
115,102901,กรุงเทพมหานคร,บางซื่อ,บางซื่อ,10800
7457,102902,กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,10800
116,103001,กรุงเทพมหานคร,จตุจักร,ลาดยาว,10900
117,103002,กรุงเทพมหานคร,จตุจักร,เสนานิคม,10900
118,103003,กรุงเทพมหานคร,จตุจักร,จันทรเกษม,10900
119,103004,กรุงเทพมหานคร,จตุจักร,จอมพล,10900
120,103005,กรุงเทพมหานคร,จตุจักร,จตุจักร,10900
121,103101,กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,10120
122,103102,กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,10120
123,103103,กรุงเทพมหานคร,บางคอแหลม,บางโคล่,10120
124,103201,กรุงเทพมหานคร,ประเวศ,ประเวศ,10250
125,103202,กรุงเทพมหานคร,ประเวศ,หนองบอน,10250
126,103203,กรุงเทพมหานคร,ประเวศ,ดอกไม้,10250
127,103204,กรุงเทพมหานคร,ประเวศ,สวนหลวง,10250
128,103301,กรุงเทพมหานคร,คลองเตย,คลองเตย,10110
129,103302,กรุงเทพมหานคร,คลองเตย,คลองตัน,10110
130,103303,กรุงเทพมหานคร,คลองเตย,พระโขนง,10110
131,103304,กรุงเทพมหานคร,คลองเตย,คลองเตยเหนือ,10110
132,103305,กรุงเทพมหานคร,คลองเตย,คลองตันเหนือ,10110
133,103306,กรุงเทพมหานคร,คลองเตย,พระโขนงเหนือ,10110
134,103401,กรุงเทพมหานคร,สวนหลวง,สวนหลวง,10250
135,103501,กรุงเทพมหานคร,จอมทอง,บางขุนเทียน,10150
136,103502,กรุงเทพมหานคร,จอมทอง,บางค้อ,10150
137,103503,กรุงเทพมหานคร,จอมทอง,บางมด,10150
138,103504,กรุงเทพมหานคร,จอมทอง,จอมทอง,10150
7456,103601,กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,10210
139,103602,กรุงเทพมหานคร,ดอนเมือง,สีกัน,10210
7458,103603,กรุงเทพมหานคร,ดอนเมือง,สนามบิน,10210
140,103701,กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,10400
141,103702,กรุงเทพมหานคร,ราชเทวี,ถนนพญาไท,10400
142,103703,กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี,10400
143,103704,กรุงเทพมหานคร,ราชเทวี,มักกะสัน,10400
144,103801,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,10230
145,103802,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว,10230
146,103901,กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ,10110
147,103902,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,10110
148,103903,กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,10110
149,104001,กรุงเทพมหานคร,บางแค,บางแค,10160
150,104002,กรุงเทพมหานคร,บางแค,บางแคเหนือ,10160
151,104003,กรุงเทพมหานคร,บางแค,บางไผ่,10160
152,104004,กรุงเทพมหานคร,บางแค,หลักสอง,10160
153,104101,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,10210
154,104102,กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน,10210
155,104201,กรุงเทพมหานคร,สายไหม,สายไหม,10220
156,104202,กรุงเทพมหานคร,สายไหม,ออเงิน,10220
157,104203,กรุงเทพมหานคร,สายไหม,คลองถนน,10220
158,104301,กรุงเทพมหานคร,คันนายาว,คันนายาว,10230
159,104401,กรุงเทพมหานคร,สะพานสูง,สะพานสูง,10240
160,104501,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,10310
161,104601,กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,10510
162,104602,กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,10510
163,104603,กรุงเทพมหานคร,คลองสามวา,บางชัน,10510
164,104604,กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,10510
165,104605,กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,10510
166,104701,กรุงเทพมหานคร,บางนา,บางนา,10260
167,104801,กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,10170
168,104802,กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,10170
169,104901,กรุงเทพมหานคร,ทุ่งครุ,บางมด,10140
170,104902,กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,10140
171,105001,กรุงเทพมหานคร,บางบอน,บางบอน,10150
172,110101,สมุทรปราการ,เมืองสมุทรปราการ,ปากน้ำ,10270
173,110102,สมุทรปราการ,เมืองสมุทรปราการ,สำโรงเหนือ,10270
174,110103,สมุทรปราการ,เมืองสมุทรปราการ,บางเมือง,10270
175,110104,สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้าน,10280
176,110108,สมุทรปราการ,เมืองสมุทรปราการ,บางปูใหม่,10280
177,110110,สมุทรปราการ,เมืองสมุทรปราการ,แพรกษา,10280
178,110111,สมุทรปราการ,เมืองสมุทรปราการ,บางโปรง,10270
179,110112,สมุทรปราการ,เมืองสมุทรปราการ,บางปู,10270
180,110113,สมุทรปราการ,เมืองสมุทรปราการ,บางด้วน,10270
181,110114,สมุทรปราการ,เมืองสมุทรปราการ,บางเมืองใหม่,10270
182,110115,สมุทรปราการ,เมืองสมุทรปราการ,เทพารักษ์,10270
183,110116,สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้านใหม่,10280
184,110117,สมุทรปราการ,เมืองสมุทรปราการ,แพรกษาใหม่,10280
185,110201,สมุทรปราการ,บางบ่อ,บางบ่อ,10560
186,110202,สมุทรปราการ,บางบ่อ,บ้านระกาศ,10560
187,110203,สมุทรปราการ,บางบ่อ,บางพลีน้อย,10560
188,110204,สมุทรปราการ,บางบ่อ,บางเพรียง,10560
189,110205,สมุทรปราการ,บางบ่อ,คลองด่าน,10550
190,110206,สมุทรปราการ,บางบ่อ,คลองสวน,10560
191,110207,สมุทรปราการ,บางบ่อ,เปร็ง,10560
192,110208,สมุทรปราการ,บางบ่อ,คลองนิยมยาตรา,10560
193,110301,สมุทรปราการ,บางพลี,บางพลีใหญ่,10540
194,110302,สมุทรปราการ,บางพลี,บางแก้ว,10540
195,110303,สมุทรปราการ,บางพลี,บางปลา,10540
196,110304,สมุทรปราการ,บางพลี,บางโฉลง,10540
197,110308,สมุทรปราการ,บางพลี,ราชาเทวะ,10540
198,110309,สมุทรปราการ,บางพลี,หนองปรือ,10540
199,110401,สมุทรปราการ,พระประแดง,ตลาด,10130
200,110402,สมุทรปราการ,พระประแดง,บางพึ่ง,10130
201,110403,สมุทรปราการ,พระประแดง,บางจาก,10130
202,110404,สมุทรปราการ,พระประแดง,บางครุ,10130
203,110405,สมุทรปราการ,พระประแดง,บางหญ้าแพรก,10130
204,110406,สมุทรปราการ,พระประแดง,บางหัวเสือ,10130
205,110407,สมุทรปราการ,พระประแดง,สำโรงใต้,10130
206,110408,สมุทรปราการ,พระประแดง,บางยอ,10130
207,110409,สมุทรปราการ,พระประแดง,บางกะเจ้า,10130
208,110410,สมุทรปราการ,พระประแดง,บางน้ำผึ้ง,10130
209,110411,สมุทรปราการ,พระประแดง,บางกระสอบ,10130
210,110412,สมุทรปราการ,พระประแดง,บางกอบัว,10130
211,110413,สมุทรปราการ,พระประแดง,ทรงคนอง,10130
212,110414,สมุทรปราการ,พระประแดง,สำโรง,10130
213,110415,สมุทรปราการ,พระประแดง,สำโรงกลาง,10130
214,110501,สมุทรปราการ,พระสมุทรเจดีย์,นาเกลือ,10290
215,110502,สมุทรปราการ,พระสมุทรเจดีย์,บ้านคลองสวน,10290
216,110503,สมุทรปราการ,พระสมุทรเจดีย์,แหลมฟ้าผ่า,10290
217,110504,สมุทรปราการ,พระสมุทรเจดีย์,ปากคลองบางปลากด,10290
218,110505,สมุทรปราการ,พระสมุทรเจดีย์,ในคลองบางปลากด,10290
219,110601,สมุทรปราการ,บางเสาธง,บางเสาธง,10540
220,110602,สมุทรปราการ,บางเสาธง,ศีรษะจรเข้น้อย,10540
221,110603,สมุทรปราการ,บางเสาธง,ศีรษะจรเข้ใหญ่,10540
222,120101,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,11000
223,120102,นนทบุรี,เมืองนนทบุรี,ตลาดขวัญ,11000
224,120103,นนทบุรี,เมืองนนทบุรี,บางเขน,11000
225,120104,นนทบุรี,เมืองนนทบุรี,บางกระสอ,11000
226,120105,นนทบุรี,เมืองนนทบุรี,ท่าทราย,11000
227,120106,นนทบุรี,เมืองนนทบุรี,บางไผ่,11000
228,120107,นนทบุรี,เมืองนนทบุรี,บางศรีเมือง,11000
229,120108,นนทบุรี,เมืองนนทบุรี,บางกร่าง,11000
230,120109,นนทบุรี,เมืองนนทบุรี,ไทรม้า,11000
231,120110,นนทบุรี,เมืองนนทบุรี,บางรักน้อย,11000
232,120201,นนทบุรี,บางกรวย,วัดชลอ,11130
233,120202,นนทบุรี,บางกรวย,บางกรวย,11130
234,120203,นนทบุรี,บางกรวย,บางสีทอง,11130
235,120204,นนทบุรี,บางกรวย,บางขนุน,11130
236,120205,นนทบุรี,บางกรวย,บางขุนกอง,11130
237,120206,นนทบุรี,บางกรวย,บางคูเวียง,11130
238,120207,นนทบุรี,บางกรวย,มหาสวัสดิ์,11130
239,120208,นนทบุรี,บางกรวย,ปลายบาง,11130
240,120209,นนทบุรี,บางกรวย,ศาลากลาง,11130
241,120301,นนทบุรี,บางใหญ่,บางม่วง,11140
242,120302,นนทบุรี,บางใหญ่,บางแม่นาง,11140
243,120303,นนทบุรี,บางใหญ่,บางเลน,11140
244,120304,นนทบุรี,บางใหญ่,เสาธงหิน,11140
245,120305,นนทบุรี,บางใหญ่,บางใหญ่,11140
246,120306,นนทบุรี,บางใหญ่,บ้านใหม่,11140
247,120401,นนทบุรี,บางบัวทอง,โสนลอย,11110
248,120402,นนทบุรี,บางบัวทอง,บางบัวทอง,11110
249,120403,นนทบุรี,บางบัวทอง,บางรักใหญ่,11110
250,120404,นนทบุรี,บางบัวทอง,บางคูรัด,11110
251,120405,นนทบุรี,บางบัวทอง,ละหาร,11110
252,120406,นนทบุรี,บางบัวทอง,ลำโพ,11110
253,120407,นนทบุรี,บางบัวทอง,พิมลราช,11110
254,120408,นนทบุรี,บางบัวทอง,บางรักพัฒนา,11110
255,120501,นนทบุรี,ไทรน้อย,ไทรน้อย,11150
256,120502,นนทบุรี,ไทรน้อย,ราษฎร์นิยม,11150
257,120503,นนทบุรี,ไทรน้อย,หนองเพรางาย,11150
258,120504,นนทบุรี,ไทรน้อย,ไทรใหญ่,11150
259,120505,นนทบุรี,ไทรน้อย,ขุนศรี,11150
260,120506,นนทบุรี,ไทรน้อย,คลองขวาง,11150
261,120507,นนทบุรี,ไทรน้อย,ทวีวัฒนา,11150
262,120601,นนทบุรี,ปากเกร็ด,ปากเกร็ด,11120
263,120602,นนทบุรี,ปากเกร็ด,บางตลาด,11120
264,120603,นนทบุรี,ปากเกร็ด,บ้านใหม่,11120
265,120604,นนทบุรี,ปากเกร็ด,บางพูด,11120
266,120605,นนทบุรี,ปากเกร็ด,บางตะไนย์,11120
267,120606,นนทบุรี,ปากเกร็ด,คลองพระอุดม,11120
268,120607,นนทบุรี,ปากเกร็ด,ท่าอิฐ,11120
269,120608,นนทบุรี,ปากเกร็ด,เกาะเกร็ด,11120
270,120609,นนทบุรี,ปากเกร็ด,อ้อมเกร็ด,11120
271,120610,นนทบุรี,ปากเกร็ด,คลองข่อย,11120
272,120611,นนทบุรี,ปากเกร็ด,บางพลับ,11120
273,120612,นนทบุรี,ปากเกร็ด,คลองเกลือ,11120
274,130101,ปทุมธานี,เมืองปทุมธานี,บางปรอก,12000
275,130102,ปทุมธานี,เมืองปทุมธานี,บ้านใหม่,12000
276,130103,ปทุมธานี,เมืองปทุมธานี,บ้านกลาง,12000
277,130104,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,12000
278,130105,ปทุมธานี,เมืองปทุมธานี,บ้านกระแชง,12000
279,130106,ปทุมธานี,เมืองปทุมธานี,บางขะแยง,12000
280,130107,ปทุมธานี,เมืองปทุมธานี,บางคูวัด,12000
281,130108,ปทุมธานี,เมืองปทุมธานี,บางหลวง,12000
282,130109,ปทุมธานี,เมืองปทุมธานี,บางเดื่อ,12000
283,130110,ปทุมธานี,เมืองปทุมธานี,บางพูด,12000
284,130111,ปทุมธานี,เมืองปทุมธานี,บางพูน,12000
285,130112,ปทุมธานี,เมืองปทุมธานี,บางกะดี,12000
286,130113,ปทุมธานี,เมืองปทุมธานี,สวนพริกไทย,12000
287,130114,ปทุมธานี,เมืองปทุมธานี,หลักหก,12000
288,130201,ปทุมธานี,คลองหลวง,คลองหนึ่ง,12120
289,130202,ปทุมธานี,คลองหลวง,คลองสอง,12120
290,130203,ปทุมธานี,คลองหลวง,คลองสาม,12120
291,130204,ปทุมธานี,คลองหลวง,คลองสี่,12120
292,130205,ปทุมธานี,คลองหลวง,คลองห้า,12120
293,130206,ปทุมธานี,คลองหลวง,คลองหก,12120
294,130207,ปทุมธานี,คลองหลวง,คลองเจ็ด,12120
295,130301,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,12130
296,130302,ปทุมธานี,ธัญบุรี,บึงยี่โถ,12130
297,130303,ปทุมธานี,ธัญบุรี,รังสิต,12110
298,130304,ปทุมธานี,ธัญบุรี,ลำผักกูด,12110
299,130305,ปทุมธานี,ธัญบุรี,บึงสนั่น,12110
300,130306,ปทุมธานี,ธัญบุรี,บึงน้ำรักษ์,12110
301,130401,ปทุมธานี,หนองเสือ,บึงบา,12170
302,130402,ปทุมธานี,หนองเสือ,บึงบอน,12170
303,130403,ปทุมธานี,หนองเสือ,บึงกาสาม,12170
304,130404,ปทุมธานี,หนองเสือ,บึงชำอ้อ,12170
305,130405,ปทุมธานี,หนองเสือ,หนองสามวัง,12170
306,130406,ปทุมธานี,หนองเสือ,ศาลาครุ,12170
307,130407,ปทุมธานี,หนองเสือ,นพรัตน์,12170
308,130501,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,12140
309,130502,ปทุมธานี,ลาดหลุมแก้ว,ลาดหลุมแก้ว,12140
310,130503,ปทุมธานี,ลาดหลุมแก้ว,คูบางหลวง,12140
311,130504,ปทุมธานี,ลาดหลุมแก้ว,คูขวาง,12140
312,130505,ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,12140
313,130506,ปทุมธานี,ลาดหลุมแก้ว,บ่อเงิน,12140
314,130507,ปทุมธานี,ลาดหลุมแก้ว,หน้าไม้,12140
315,130601,ปทุมธานี,ลำลูกกา,คูคต,12130
316,130602,ปทุมธานี,ลำลูกกา,ลาดสวาย,12150
317,130603,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,12150
318,130604,ปทุมธานี,ลำลูกกา,ลำลูกกา,12150
319,130605,ปทุมธานี,ลำลูกกา,บึงทองหลาง,12150
320,130606,ปทุมธานี,ลำลูกกา,ลำไทร,12150
321,130607,ปทุมธานี,ลำลูกกา,บึงคอไห,12150
322,130608,ปทุมธานี,ลำลูกกา,พืชอุดม,12150
323,130701,ปทุมธานี,สามโคก,บางเตย,12160
324,130702,ปทุมธานี,สามโคก,คลองควาย,12160
325,130703,ปทุมธานี,สามโคก,สามโคก,12160
326,130704,ปทุมธานี,สามโคก,กระแชง,12160
327,130705,ปทุมธานี,สามโคก,บางโพธิ์เหนือ,12160
328,130706,ปทุมธานี,สามโคก,เชียงรากใหญ่,12160
329,130707,ปทุมธานี,สามโคก,บ้านปทุม,12160
330,130708,ปทุมธานี,สามโคก,บ้านงิ้ว,12160
331,130709,ปทุมธานี,สามโคก,เชียงรากน้อย,12160
332,130710,ปทุมธานี,สามโคก,บางกระบือ,12160
333,130711,ปทุมธานี,สามโคก,ท้ายเกาะ,12160
334,140101,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ประตูชัย,13000
335,140102,พระนครศรีอยุธยา,พระนครศรีอยุธยา,กะมัง,13000
336,140103,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หอรัตนไชย,13000
337,140104,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หัวรอ,13000
338,140105,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ท่าวาสุกรี,13000
339,140106,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ไผ่ลิง,13000
340,140107,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปากกราน,13000
341,140108,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ภูเขาทอง,13000
342,140109,พระนครศรีอยุธยา,พระนครศรีอยุธยา,สำเภาล่ม,13000
343,140110,พระนครศรีอยุธยา,พระนครศรีอยุธยา,สวนพริก,13000
344,140111,พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองตะเคียน,13000
345,140112,พระนครศรีอยุธยา,พระนครศรีอยุธยา,วัดตูม,13000
346,140113,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หันตรา,13000
347,140114,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ลุมพลี,13000
348,140115,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านใหม่,13000
349,140116,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านเกาะ,13000
350,140117,พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสวนพลู,13000
351,140118,พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสระบัว,13000
352,140119,พระนครศรีอยุธยา,พระนครศรีอยุธยา,เกาะเรียน,13000
353,140120,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านป้อม,13000
354,140121,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านรุน,13000
355,140201,พระนครศรีอยุธยา,ท่าเรือ,ท่าเรือ,13130
356,140202,พระนครศรีอยุธยา,ท่าเรือ,จำปา,13130
357,140203,พระนครศรีอยุธยา,ท่าเรือ,ท่าหลวง,13130
358,140204,พระนครศรีอยุธยา,ท่าเรือ,บ้านร่อม,13130
359,140205,พระนครศรีอยุธยา,ท่าเรือ,ศาลาลอย,13130
360,140206,พระนครศรีอยุธยา,ท่าเรือ,วังแดง,13130
361,140207,พระนครศรีอยุธยา,ท่าเรือ,โพธิ์เอน,13130
362,140208,พระนครศรีอยุธยา,ท่าเรือ,ปากท่า,13130
363,140209,พระนครศรีอยุธยา,ท่าเรือ,หนองขนาก,13130
364,140210,พระนครศรีอยุธยา,ท่าเรือ,ท่าเจ้าสนุก,13130
365,140301,พระนครศรีอยุธยา,นครหลวง,นครหลวง,13260
366,140302,พระนครศรีอยุธยา,นครหลวง,ท่าช้าง,13260
367,140303,พระนครศรีอยุธยา,นครหลวง,บ่อโพง,13260
