ID,Location_Code,province,amphur,district,zip
1835,310503,บุรีรัมย์,หนองกี่,เมืองไผ่,31210
1836,310504,บุรีรัมย์,หนองกี่,ดอนอะราง,31210
1837,310505,บุรีรัมย์,หนองกี่,โคกสว่าง,31210
1838,310506,บุรีรัมย์,หนองกี่,ทุ่งกระตาดพัฒนา,31210
1839,310507,บุรีรัมย์,หนองกี่,ทุ่งกระเต็น,31210
1840,310508,บุรีรัมย์,หนองกี่,ท่าโพธิ์ชัย,31210
1841,310509,บุรีรัมย์,หนองกี่,โคกสูง,31210
1842,310510,บุรีรัมย์,หนองกี่,บุกระสัง,31210
1843,310601,บุรีรัมย์,ละหานทราย,ละหานทราย,31170
1844,310603,บุรีรัมย์,ละหานทราย,ตาจง,31170
1845,310604,บุรีรัมย์,ละหานทราย,สำโรงใหม่,31170
1846,310607,บุรีรัมย์,ละหานทราย,หนองแวง,31170
1847,310610,บุรีรัมย์,ละหานทราย,หนองตระครอง,31170
1848,310611,บุรีรัมย์,ละหานทราย,โคกว่าน,31170
1849,310701,บุรีรัมย์,ประโคนชัย,ประโคนชัย,31140
1850,310702,บุรีรัมย์,ประโคนชัย,แสลงโทน,31140
1851,310703,บุรีรัมย์,ประโคนชัย,บ้านไทร,31140
1852,310705,บุรีรัมย์,ประโคนชัย,ละเวี้ย,31140
1853,310706,บุรีรัมย์,ประโคนชัย,จรเข้มาก,31140
1854,310707,บุรีรัมย์,ประโคนชัย,ปังกู,31140
1855,310708,บุรีรัมย์,ประโคนชัย,โคกย่าง,31140
1856,310710,บุรีรัมย์,ประโคนชัย,โคกม้า,31140
1857,310713,บุรีรัมย์,ประโคนชัย,ไพศาล,31140
1858,310714,บุรีรัมย์,ประโคนชัย,ตะโกตาพิ,31140
1859,310715,บุรีรัมย์,ประโคนชัย,เขาคอก,31140
1860,310716,บุรีรัมย์,ประโคนชัย,หนองบอน,31140
1861,310718,บุรีรัมย์,ประโคนชัย,โคกมะขาม,31140
1862,310719,บุรีรัมย์,ประโคนชัย,โคกตูม,31140
1863,310720,บุรีรัมย์,ประโคนชัย,ประทัดบุ,31140
1864,310721,บุรีรัมย์,ประโคนชัย,สี่เหลี่ยม,31140
1865,310801,บุรีรัมย์,บ้านกรวด,บ้านกรวด,31180
1866,310802,บุรีรัมย์,บ้านกรวด,โนนเจริญ,31180
1867,310803,บุรีรัมย์,บ้านกรวด,หนองไม้งาม,31180
1868,310804,บุรีรัมย์,บ้านกรวด,ปราสาท,31180
1869,310805,บุรีรัมย์,บ้านกรวด,สายตะกู,31180
1870,310806,บุรีรัมย์,บ้านกรวด,หินลาด,31180
1871,310807,บุรีรัมย์,บ้านกรวด,บึงเจริญ,31180
1872,310808,บุรีรัมย์,บ้านกรวด,จันทบเพชร,31180
1873,310809,บุรีรัมย์,บ้านกรวด,เขาดินเหนือ,31180
1874,310901,บุรีรัมย์,พุทไธสง,พุทไธสง,31120
1875,310902,บุรีรัมย์,พุทไธสง,มะเฟือง,31120
1876,310903,บุรีรัมย์,พุทไธสง,บ้านจาน,31120
1877,310906,บุรีรัมย์,พุทไธสง,บ้านเป้า,31120
1878,310907,บุรีรัมย์,พุทไธสง,บ้านแวง,31120
1879,310909,บุรีรัมย์,พุทไธสง,บ้านยาง,31120
1880,310910,บุรีรัมย์,พุทไธสง,หายโศก,31120
1881,311001,บุรีรัมย์,ลำปลายมาศ,ลำปลายมาศ,31130
1882,311002,บุรีรัมย์,ลำปลายมาศ,หนองคู,31130
1883,311003,บุรีรัมย์,ลำปลายมาศ,แสลงพัน,31130
1884,311004,บุรีรัมย์,ลำปลายมาศ,ทะเมนชัย,31130
1885,311005,บุรีรัมย์,ลำปลายมาศ,ตลาดโพธิ์,31130
1886,311006,บุรีรัมย์,ลำปลายมาศ,หนองกะทิง,31130
1887,311007,บุรีรัมย์,ลำปลายมาศ,โคกกลาง,31130
1888,311008,บุรีรัมย์,ลำปลายมาศ,โคกสะอาด,31130
1889,311009,บุรีรัมย์,ลำปลายมาศ,เมืองแฝก,31130
1890,311010,บุรีรัมย์,ลำปลายมาศ,บ้านยาง,31130
1891,311011,บุรีรัมย์,ลำปลายมาศ,ผไทรินทร์,31130
1892,311012,บุรีรัมย์,ลำปลายมาศ,โคกล่าม,31130
1893,311013,บุรีรัมย์,ลำปลายมาศ,หินโคน,31130
1894,311014,บุรีรัมย์,ลำปลายมาศ,หนองบัวโคก,31130
1895,311015,บุรีรัมย์,ลำปลายมาศ,บุโพธิ์,31130
1896,311016,บุรีรัมย์,ลำปลายมาศ,หนองโดน,31130
1897,311101,บุรีรัมย์,สตึก,สตึก,31150
1898,311102,บุรีรัมย์,สตึก,นิคม,31150
1899,311103,บุรีรัมย์,สตึก,ทุ่งวัง,31150
1900,311104,บุรีรัมย์,สตึก,เมืองแก,31150
1901,311105,บุรีรัมย์,สตึก,หนองใหญ่,31150
1902,311106,บุรีรัมย์,สตึก,ร่อนทอง,31150
1903,311109,บุรีรัมย์,สตึก,ดอนมนต์,31150
1904,311110,บุรีรัมย์,สตึก,ชุมแสง,31150
1905,311111,บุรีรัมย์,สตึก,ท่าม่วง,31150
1906,311112,บุรีรัมย์,สตึก,สะแก,31150
1907,311114,บุรีรัมย์,สตึก,สนามชัย,31150
1908,311115,บุรีรัมย์,สตึก,กระสัง,31150
1909,311201,บุรีรัมย์,ปะคำ,ปะคำ,31220
1910,311202,บุรีรัมย์,ปะคำ,ไทยเจริญ,31220
1911,311203,บุรีรัมย์,ปะคำ,หนองบัว,31220
1912,311204,บุรีรัมย์,ปะคำ,โคกมะม่วง,31220
1913,311205,บุรีรัมย์,ปะคำ,หูทำนบ,31220
1914,311301,บุรีรัมย์,นาโพธิ์,นาโพธิ์,31230
1915,311302,บุรีรัมย์,นาโพธิ์,บ้านคู,31230
1916,311303,บุรีรัมย์,นาโพธิ์,บ้านดู่,31230
1917,311304,บุรีรัมย์,นาโพธิ์,ดอนกอก,31230
1918,311305,บุรีรัมย์,นาโพธิ์,ศรีสว่าง,31230
1919,311401,บุรีรัมย์,หนองหงส์,สระแก้ว,31240
1920,311402,บุรีรัมย์,หนองหงส์,ห้วยหิน,31240
1921,311403,บุรีรัมย์,หนองหงส์,ไทยสามัคคี,31240
1922,311404,บุรีรัมย์,หนองหงส์,หนองชัยศรี,31240
1923,311405,บุรีรัมย์,หนองหงส์,เสาเดียว,31240
1924,311406,บุรีรัมย์,หนองหงส์,เมืองฝ้าย,31240
1925,311407,บุรีรัมย์,หนองหงส์,สระทอง,31240
1926,311501,บุรีรัมย์,พลับพลาชัย,จันดุม,31250
1927,311502,บุรีรัมย์,พลับพลาชัย,โคกขมิ้น,31250
1928,311503,บุรีรัมย์,พลับพลาชัย,ป่าชัน,31250
1929,311504,บุรีรัมย์,พลับพลาชัย,สะเดา,31250
1930,311505,บุรีรัมย์,พลับพลาชัย,สำโรง,31250
1931,311601,บุรีรัมย์,ห้วยราช,ห้วยราช,31000
1932,311602,บุรีรัมย์,ห้วยราช,สามแวง,31000
1933,311603,บุรีรัมย์,ห้วยราช,ตาเสา,31000
1934,311604,บุรีรัมย์,ห้วยราช,บ้านตะโก,31000
1935,311605,บุรีรัมย์,ห้วยราช,สนวน,31000
1936,311606,บุรีรัมย์,ห้วยราช,โคกเหล็ก,31000
1937,311607,บุรีรัมย์,ห้วยราช,เมืองโพธิ์,31000
1938,311608,บุรีรัมย์,ห้วยราช,ห้วยราชา,31000
1939,311701,บุรีรัมย์,โนนสุวรรณ,โนนสุวรรณ,31110
1940,311702,บุรีรัมย์,โนนสุวรรณ,ทุ่งจังหัน,31110
1941,311703,บุรีรัมย์,โนนสุวรรณ,โกรกแก้ว,31110
1942,311704,บุรีรัมย์,โนนสุวรรณ,ดงอีจาน,31110
1943,311801,บุรีรัมย์,ชำนิ,ชำนิ,31110
1944,311802,บุรีรัมย์,ชำนิ,หนองปล่อง,31110
1945,311803,บุรีรัมย์,ชำนิ,เมืองยาง,31110
1946,311804,บุรีรัมย์,ชำนิ,ช่อผกา,31110
1947,311805,บุรีรัมย์,ชำนิ,ละลวด,31110
1948,311806,บุรีรัมย์,ชำนิ,โคกสนวน,31110
1949,311901,บุรีรัมย์,บ้านใหม่ไชยพจน์,หนองแวง,31120
1950,311902,บุรีรัมย์,บ้านใหม่ไชยพจน์,ทองหลาง,31120
1951,311903,บุรีรัมย์,บ้านใหม่ไชยพจน์,แดงใหญ่,31120
1952,311904,บุรีรัมย์,บ้านใหม่ไชยพจน์,กู่สวนแตง,31120
1953,311905,บุรีรัมย์,บ้านใหม่ไชยพจน์,หนองเยือง,31120
1954,312001,บุรีรัมย์,โนนดินแดง,โนนดินแดง,31260
1955,312002,บุรีรัมย์,โนนดินแดง,ส้มป่อย,31260
1956,312003,บุรีรัมย์,โนนดินแดง,ลำนางรอง,31260
1957,312101,บุรีรัมย์,บ้านด่าน,บ้านด่าน,31000
1958,312102,บุรีรัมย์,บ้านด่าน,ปราสาท,31000
1959,312103,บุรีรัมย์,บ้านด่าน,วังเหนือ,31000
1960,312104,บุรีรัมย์,บ้านด่าน,โนนขวาง,31000
1961,312201,บุรีรัมย์,แคนดง,แคนดง,31150
1962,312202,บุรีรัมย์,แคนดง,ดงพลอง,31150
1963,312203,บุรีรัมย์,แคนดง,สระบัว,31150
1964,312204,บุรีรัมย์,แคนดง,หัวฝาย,31150
1965,312301,บุรีรัมย์,เฉลิมพระเกียรติ,เจริญสุข,31110
1966,312302,บุรีรัมย์,เฉลิมพระเกียรติ,ตาเป๊ก,31110
1967,312303,บุรีรัมย์,เฉลิมพระเกียรติ,อีสานเขต,31110
1968,312304,บุรีรัมย์,เฉลิมพระเกียรติ,ถาวร,31170
1969,312305,บุรีรัมย์,เฉลิมพระเกียรติ,ยายแย้มวัฒนา,31170
1970,320101,สุรินทร์,เมืองสุรินทร์,ในเมือง,32000
1971,320102,สุรินทร์,เมืองสุรินทร์,ตั้งใจ,32000
1972,320103,สุรินทร์,เมืองสุรินทร์,เพี้ยราม,32000
1973,320104,สุรินทร์,เมืองสุรินทร์,นาดี,32000
1974,320105,สุรินทร์,เมืองสุรินทร์,ท่าสว่าง,32000
1975,320106,สุรินทร์,เมืองสุรินทร์,สลักได,32000
1976,320107,สุรินทร์,เมืองสุรินทร์,ตาอ็อง,32000
1977,320109,สุรินทร์,เมืองสุรินทร์,สำโรง,32000
1978,320110,สุรินทร์,เมืองสุรินทร์,แกใหญ่,32000
1979,320111,สุรินทร์,เมืองสุรินทร์,นอกเมือง,32000
1980,320112,สุรินทร์,เมืองสุรินทร์,คอโค,32000
1981,320113,สุรินทร์,เมืองสุรินทร์,สวาย,32000
1982,320114,สุรินทร์,เมืองสุรินทร์,เฉนียง,32000
1983,320116,สุรินทร์,เมืองสุรินทร์,เทนมีย์,32000
1984,320118,สุรินทร์,เมืองสุรินทร์,นาบัว,32000
1985,320119,สุรินทร์,เมืองสุรินทร์,เมืองที,32000
1986,320120,สุรินทร์,เมืองสุรินทร์,ราม,32000
1987,320121,สุรินทร์,เมืองสุรินทร์,บุฤาษี,32000
1988,320122,สุรินทร์,เมืองสุรินทร์,ตระแสง,32000
1989,320125,สุรินทร์,เมืองสุรินทร์,แสลงพันธ์,32000
1990,320126,สุรินทร์,เมืองสุรินทร์,กาเกาะ,32000
1991,320201,สุรินทร์,ชุมพลบุรี,ชุมพลบุรี,32190
1992,320202,สุรินทร์,ชุมพลบุรี,นาหนองไผ่,32190
1993,320203,สุรินทร์,ชุมพลบุรี,ไพรขลา,32190
1994,320204,สุรินทร์,ชุมพลบุรี,ศรีณรงค์,32190
1995,320205,สุรินทร์,ชุมพลบุรี,ยะวึก,32190
1996,320206,สุรินทร์,ชุมพลบุรี,เมืองบัว,32190
1997,320207,สุรินทร์,ชุมพลบุรี,สระขุด,32190
1998,320208,สุรินทร์,ชุมพลบุรี,กระเบื้อง,32190
1999,320209,สุรินทร์,ชุมพลบุรี,หนองเรือ,32190
2000,320301,สุรินทร์,ท่าตูม,ท่าตูม,32120
2001,320302,สุรินทร์,ท่าตูม,กระโพ,32120
2002,320303,สุรินทร์,ท่าตูม,พรมเทพ,32120
2003,320304,สุรินทร์,ท่าตูม,โพนครก,32120
2004,320305,สุรินทร์,ท่าตูม,เมืองแก,32120
2005,320306,สุรินทร์,ท่าตูม,บะ,32120
2006,320307,สุรินทร์,ท่าตูม,หนองบัว,32120
2007,320308,สุรินทร์,ท่าตูม,บัวโคก,32120
2008,320309,สุรินทร์,ท่าตูม,หนองเมธี,32120
2009,320310,สุรินทร์,ท่าตูม,ทุ่งกุลา,32120
2010,320401,สุรินทร์,จอมพระ,จอมพระ,32180
2011,320402,สุรินทร์,จอมพระ,เมืองลีง,32180
2012,320403,สุรินทร์,จอมพระ,กระหาด,32180
2013,320404,สุรินทร์,จอมพระ,บุแกรง,32180
2014,320405,สุรินทร์,จอมพระ,หนองสนิท,32180
2015,320406,สุรินทร์,จอมพระ,บ้านผือ,32180
2016,320407,สุรินทร์,จอมพระ,ลุ่มระวี,32180
2017,320408,สุรินทร์,จอมพระ,ชุมแสง,32180
2018,320409,สุรินทร์,จอมพระ,เป็นสุข,32180
2019,320501,สุรินทร์,ปราสาท,กังแอน,32140
2020,320502,สุรินทร์,ปราสาท,ทมอ,32140
2021,320503,สุรินทร์,ปราสาท,ไพล,32140
2022,320504,สุรินทร์,ปราสาท,ปรือ,32140
2023,320505,สุรินทร์,ปราสาท,ทุ่งมน,32140
2024,320506,สุรินทร์,ปราสาท,ตาเบา,32140
2025,320507,สุรินทร์,ปราสาท,หนองใหญ่,32140
2026,320508,สุรินทร์,ปราสาท,โคกยาง,32140
2027,320509,สุรินทร์,ปราสาท,โคกสะอาด,32140
2028,320510,สุรินทร์,ปราสาท,บ้านไทร,32140
2029,320511,สุรินทร์,ปราสาท,โชคนาสาม,32140
2030,320512,สุรินทร์,ปราสาท,เชื้อเพลิง,32140
2031,320513,สุรินทร์,ปราสาท,ปราสาททนง,32140
2032,320514,สุรินทร์,ปราสาท,ตานี,32140
2033,320515,สุรินทร์,ปราสาท,บ้านพลวง,32140
2034,320516,สุรินทร์,ปราสาท,กันตวจระมวล,32140
2035,320517,สุรินทร์,ปราสาท,สมุด,32140
2036,320518,สุรินทร์,ปราสาท,ประทัดบุ,32140
2037,320601,สุรินทร์,กาบเชิง,กาบเชิง,32210
2038,320604,สุรินทร์,กาบเชิง,คูตัน,32210
2039,320605,สุรินทร์,กาบเชิง,ด่าน,32210
2040,320606,สุรินทร์,กาบเชิง,แนงมุด,32210
2041,320607,สุรินทร์,กาบเชิง,โคกตะเคียน,32210
2042,320610,สุรินทร์,กาบเชิง,ตะเคียน,32210
2043,320701,สุรินทร์,รัตนบุรี,รัตนบุรี,32130
2044,320702,สุรินทร์,รัตนบุรี,ธาตุ,32130
2045,320703,สุรินทร์,รัตนบุรี,แก,32130
2046,320704,สุรินทร์,รัตนบุรี,ดอนแรด,32130
2047,320705,สุรินทร์,รัตนบุรี,หนองบัวทอง,32130
2048,320706,สุรินทร์,รัตนบุรี,หนองบัวบาน,32130
2049,320709,สุรินทร์,รัตนบุรี,ไผ่,32130
2050,320711,สุรินทร์,รัตนบุรี,เบิด,32130
2051,320713,สุรินทร์,รัตนบุรี,น้ำเขียว,32130
2052,320714,สุรินทร์,รัตนบุรี,กุดขาคีม,32130
2053,320715,สุรินทร์,รัตนบุรี,ยางสว่าง,32130
2054,320716,สุรินทร์,รัตนบุรี,ทับใหญ่,32130
2055,320801,สุรินทร์,สนม,สนม,32160
2056,320802,สุรินทร์,สนม,โพนโก,32160
2057,320803,สุรินทร์,สนม,หนองระฆัง,32160
2058,320804,สุรินทร์,สนม,นานวน,32160
2059,320805,สุรินทร์,สนม,แคน,32160
2060,320806,สุรินทร์,สนม,หัวงัว,32160
2061,320807,สุรินทร์,สนม,หนองอียอ,32160
2062,320901,สุรินทร์,ศีขรภูมิ,ระแงง,32110
2063,320902,สุรินทร์,ศีขรภูมิ,ตรึม,32110
2064,320903,สุรินทร์,ศีขรภูมิ,จารพัต,32110
2065,320904,สุรินทร์,ศีขรภูมิ,ยาง,32110
2066,320905,สุรินทร์,ศีขรภูมิ,แตล,32110
2067,320906,สุรินทร์,ศีขรภูมิ,หนองบัว,32110
2068,320907,สุรินทร์,ศีขรภูมิ,คาละแมะ,32110
2069,320908,สุรินทร์,ศีขรภูมิ,หนองเหล็ก,32110
2070,320909,สุรินทร์,ศีขรภูมิ,หนองขวาว,32110
2071,320910,สุรินทร์,ศีขรภูมิ,ช่างปี่,32110
2072,320911,สุรินทร์,ศีขรภูมิ,กุดหวาย,32110
2073,320912,สุรินทร์,ศีขรภูมิ,ขวาวใหญ่,32110
2074,320913,สุรินทร์,ศีขรภูมิ,นารุ่ง,32110
2075,320914,สุรินทร์,ศีขรภูมิ,ตรมไพร,32110
2076,320915,สุรินทร์,ศีขรภูมิ,ผักไหม,32110
2077,321001,สุรินทร์,สังขะ,สังขะ,32150
2078,321002,สุรินทร์,สังขะ,ขอนแตก,32150
2079,321006,สุรินทร์,สังขะ,ดม,32150
2080,321007,สุรินทร์,สังขะ,พระแก้ว,32150
2081,321008,สุรินทร์,สังขะ,บ้านจารย์,32150
2082,321009,สุรินทร์,สังขะ,กระเทียม,32150
2083,321010,สุรินทร์,สังขะ,สะกาด,32150
2084,321011,สุรินทร์,สังขะ,ตาตุม,32150
2085,321012,สุรินทร์,สังขะ,ทับทัน,32150
2086,321013,สุรินทร์,สังขะ,ตาคง,32150
2087,321015,สุรินทร์,สังขะ,บ้านชบ,32150
2088,321017,สุรินทร์,สังขะ,เทพรักษา,32150
2089,321101,สุรินทร์,ลำดวน,ลำดวน,32220
2090,321102,สุรินทร์,ลำดวน,โชคเหนือ,32220
2091,321103,สุรินทร์,ลำดวน,อู่โลก,32220
2092,321104,สุรินทร์,ลำดวน,ตรำดม,32220
2093,321105,สุรินทร์,ลำดวน,ตระเปียงเตีย,32220
2094,321201,สุรินทร์,สำโรงทาบ,สำโรงทาบ,32170
2095,321202,สุรินทร์,สำโรงทาบ,หนองไผ่ล้อม,32170
2096,321203,สุรินทร์,สำโรงทาบ,กระออม,32170
2097,321204,สุรินทร์,สำโรงทาบ,หนองฮะ,32170
2098,321205,สุรินทร์,สำโรงทาบ,ศรีสุข,32170
2099,321206,สุรินทร์,สำโรงทาบ,เกาะแก้ว,32170
2100,321207,สุรินทร์,สำโรงทาบ,หมื่นศรี,32170
2101,321208,สุรินทร์,สำโรงทาบ,เสม็จ,32170
2102,321209,สุรินทร์,สำโรงทาบ,สะโน,32170
2103,321210,สุรินทร์,สำโรงทาบ,ประดู่,32170
2104,321301,สุรินทร์,บัวเชด,บัวเชด,32230
2105,321302,สุรินทร์,บัวเชด,สะเดา,32230
2106,321303,สุรินทร์,บัวเชด,จรัส,32230
2107,321304,สุรินทร์,บัวเชด,ตาวัง,32230
2108,321305,สุรินทร์,บัวเชด,อาโพน,32230
2109,321306,สุรินทร์,บัวเชด,สำเภาลูน,32230
2110,321401,สุรินทร์,พนมดงรัก,บักได,32140
2111,321402,สุรินทร์,พนมดงรัก,โคกกลาง,32140
2112,321403,สุรินทร์,พนมดงรัก,จีกแดก,32140
2113,321404,สุรินทร์,พนมดงรัก,ตาเมียง,32140
2114,321501,สุรินทร์,ศรีณรงค์,ณรงค์,32150
2115,321502,สุรินทร์,ศรีณรงค์,แจนแวน,32150
2116,321503,สุรินทร์,ศรีณรงค์,ตรวจ,32150
2117,321504,สุรินทร์,ศรีณรงค์,หนองแวง,32150
2118,321505,สุรินทร์,ศรีณรงค์,ศรีสุข,32150
2119,321601,สุรินทร์,เขวาสินรินทร์,เขวาสินรินทร์,32000
2120,321602,สุรินทร์,เขวาสินรินทร์,บึง,32000
2121,321603,สุรินทร์,เขวาสินรินทร์,ตากูก,32000
2122,321604,สุรินทร์,เขวาสินรินทร์,ปราสาททอง,32000
2123,321605,สุรินทร์,เขวาสินรินทร์,บ้านแร่,32000
2124,321701,สุรินทร์,โนนนารายณ์,หนองหลวง,32130
2125,321702,สุรินทร์,โนนนารายณ์,คำผง,32130
2126,321703,สุรินทร์,โนนนารายณ์,โนน,32130
2127,321704,สุรินทร์,โนนนารายณ์,ระเวียง,32130
2128,321705,สุรินทร์,โนนนารายณ์,หนองเทพ,32130
2129,330101,ศรีสะเกษ,เมืองศีรสะเกษ,เมืองเหนือ,33000
2130,330102,ศรีสะเกษ,เมืองศีรสะเกษ,เมืองใต้,33000
2131,330103,ศรีสะเกษ,เมืองศีรสะเกษ,คูซอด,33000
2132,330104,ศรีสะเกษ,เมืองศีรสะเกษ,ซำ,33000
2133,330105,ศรีสะเกษ,เมืองศีรสะเกษ,จาน,33000
2134,330106,ศรีสะเกษ,เมืองศีรสะเกษ,ตะดอบ,33000
2135,330107,ศรีสะเกษ,เมืองศีรสะเกษ,หนองครก,33000
2136,330111,ศรีสะเกษ,เมืองศีรสะเกษ,โพนข่า,33000
2137,330112,ศรีสะเกษ,เมืองศีรสะเกษ,โพนค้อ,33000
2138,330115,ศรีสะเกษ,เมืองศีรสะเกษ,โพนเขวา,33000
2139,330116,ศรีสะเกษ,เมืองศีรสะเกษ,หญ้าปล้อง,33000
2140,330118,ศรีสะเกษ,เมืองศีรสะเกษ,ทุ่ม,33000
2141,330119,ศรีสะเกษ,เมืองศีรสะเกษ,หนองไฮ,33000
2142,330121,ศรีสะเกษ,เมืองศีรสะเกษ,หนองแก้ว,33000
2143,330122,ศรีสะเกษ,เมืองศีรสะเกษ,น้ำคำ,33000
2144,330123,ศรีสะเกษ,เมืองศีรสะเกษ,โพธิ์,33000
2145,330124,ศรีสะเกษ,เมืองศีรสะเกษ,หมากเขียบ,33000
2146,330127,ศรีสะเกษ,เมืองศีรสะเกษ,หนองไผ่,33000
2147,330201,ศรีสะเกษ,ยางชุมน้อย,ยางชุมน้อย,33190
2148,330202,ศรีสะเกษ,ยางชุมน้อย,ลิ้นฟ้า,33190
2149,330203,ศรีสะเกษ,ยางชุมน้อย,คอนกาม,33190
2150,330204,ศรีสะเกษ,ยางชุมน้อย,โนนคูณ,33190
2151,330205,ศรีสะเกษ,ยางชุมน้อย,กุดเมืองฮาม,33190
2152,330206,ศรีสะเกษ,ยางชุมน้อย,บึงบอน,33190
2153,330207,ศรีสะเกษ,ยางชุมน้อย,ยางชุมใหญ่,33190
2154,330301,ศรีสะเกษ,กันทรารมย์,ดูน,33130
2155,330302,ศรีสะเกษ,กันทรารมย์,โนนสัง,33130
2156,330303,ศรีสะเกษ,กันทรารมย์,หนองหัวช้าง,33130
2157,330304,ศรีสะเกษ,กันทรารมย์,ยาง,33130
2158,330305,ศรีสะเกษ,กันทรารมย์,หนองแวง,33130
2159,330306,ศรีสะเกษ,กันทรารมย์,หนองแก้ว,33130
2160,330307,ศรีสะเกษ,กันทรารมย์,ทาม,33130
2161,330308,ศรีสะเกษ,กันทรารมย์,ละทาย,33130
2162,330309,ศรีสะเกษ,กันทรารมย์,เมืองน้อย,33130
2163,330310,ศรีสะเกษ,กันทรารมย์,อีปาด,33130
2164,330311,ศรีสะเกษ,กันทรารมย์,บัวน้อย,33130
2165,330312,ศรีสะเกษ,กันทรารมย์,หนองบัว,33130
2166,330313,ศรีสะเกษ,กันทรารมย์,ดู่,33130
2167,330314,ศรีสะเกษ,กันทรารมย์,ผักแพว,33130
2168,330315,ศรีสะเกษ,กันทรารมย์,จาน,33130
2169,330320,ศรีสะเกษ,กันทรารมย์,คำเนียม,33130
2170,330321,ศรีสะเกษ,กันทรารมย์,ทุ่งใหญ่,33130
2171,330401,ศรีสะเกษ,กันทรลักษ์,บึงมะลู,33110
2172,330402,ศรีสะเกษ,กันทรลักษ์,กุดเสลา,33110
2173,330403,ศรีสะเกษ,กันทรลักษ์,เมือง,33110
2174,330405,ศรีสะเกษ,กันทรลักษ์,สังเม็ก,33110
2175,330406,ศรีสะเกษ,กันทรลักษ์,น้ำอ้อม,33110
2176,330407,ศรีสะเกษ,กันทรลักษ์,ละลาย,33110
2177,330408,ศรีสะเกษ,กันทรลักษ์,รุง,33110
2178,330409,ศรีสะเกษ,กันทรลักษ์,ตระกาจ,33110
2179,330411,ศรีสะเกษ,กันทรลักษ์,จานใหญ่,33110
2180,330412,ศรีสะเกษ,กันทรลักษ์,ภูเงิน,33110
2181,330413,ศรีสะเกษ,กันทรลักษ์,ชำ,33110
2182,330414,ศรีสะเกษ,กันทรลักษ์,กระแชง,33110
2183,330415,ศรีสะเกษ,กันทรลักษ์,โนนสำราญ,33110
2184,330416,ศรีสะเกษ,กันทรลักษ์,หนองหญ้าลาด,33110
2185,330419,ศรีสะเกษ,กันทรลักษ์,เสาธงชัย,33110
2186,330420,ศรีสะเกษ,กันทรลักษ์,ขนุน,33110
2187,330421,ศรีสะเกษ,กันทรลักษ์,สวนกล้วย,33110
2188,330423,ศรีสะเกษ,กันทรลักษ์,เวียงเหนือ,33110
2189,330424,ศรีสะเกษ,กันทรลักษ์,ทุ่งใหญ่,33110
2190,330425,ศรีสะเกษ,กันทรลักษ์,ภูผาหมอก,33110
2191,330501,ศรีสะเกษ,ขุขันธ์,กันทรารมย์,33140
2192,330502,ศรีสะเกษ,ขุขันธ์,จะกง,33140
2193,330503,ศรีสะเกษ,ขุขันธ์,ใจดี,33140
2194,330504,ศรีสะเกษ,ขุขันธ์,ดองกำเม็ด,33140
2195,330505,ศรีสะเกษ,ขุขันธ์,โสน,33140
2196,330506,ศรีสะเกษ,ขุขันธ์,ปรือใหญ่,33140
2197,330507,ศรีสะเกษ,ขุขันธ์,สะเดาใหญ่,33140
2198,330508,ศรีสะเกษ,ขุขันธ์,ตาอุด,33140
2199,330509,ศรีสะเกษ,ขุขันธ์,ห้วยเหนือ,33140
2200,330510,ศรีสะเกษ,ขุขันธ์,ห้วยใต้,33140
2201,330511,ศรีสะเกษ,ขุขันธ์,หัวเสือ,33140
2202,330513,ศรีสะเกษ,ขุขันธ์,ตะเคียน,33140
2203,330515,ศรีสะเกษ,ขุขันธ์,นิคมพัฒนา,33140
2204,330517,ศรีสะเกษ,ขุขันธ์,โคกเพชร,33140
2205,330518,ศรีสะเกษ,ขุขันธ์,ปราสาท,33140
2206,330521,ศรีสะเกษ,ขุขันธ์,สำโรงตาเจ็น,33140
2207,330522,ศรีสะเกษ,ขุขันธ์,ห้วยสำราญ,33140
2208,330524,ศรีสะเกษ,ขุขันธ์,กฤษณา,33140
2209,330525,ศรีสะเกษ,ขุขันธ์,ลมศักดิ์,33140
2210,330526,ศรีสะเกษ,ขุขันธ์,หนองฉลอง,33140
2211,330527,ศรีสะเกษ,ขุขันธ์,ศรีตระกูล,33140
2212,330528,ศรีสะเกษ,ขุขันธ์,ศรีสะอาด,33140
2213,330601,ศรีสะเกษ,ไพรบึง,ไพรบึง,33180
2214,330602,ศรีสะเกษ,ไพรบึง,ดินแดง,33180
2215,330603,ศรีสะเกษ,ไพรบึง,ปราสาทเยอ,33180
2216,330604,ศรีสะเกษ,ไพรบึง,สำโรงพลัน,33180
2217,330605,ศรีสะเกษ,ไพรบึง,สุขสวัสดิ์,33180
2218,330606,ศรีสะเกษ,ไพรบึง,โนนปูน,33180
2219,330701,ศรีสะเกษ,ปรางค์กู่,พิมาย,33170
2220,330702,ศรีสะเกษ,ปรางค์กู่,กู่,33170
2221,330703,ศรีสะเกษ,ปรางค์กู่,หนองเชียงทูน,33170
2222,330704,ศรีสะเกษ,ปรางค์กู่,ตูม,33170
2223,330705,ศรีสะเกษ,ปรางค์กู่,สมอ,33170
2224,330706,ศรีสะเกษ,ปรางค์กู่,โพธิ์ศรี,33170
2225,330707,ศรีสะเกษ,ปรางค์กู่,สำโรงปราสาท,33170
2226,330708,ศรีสะเกษ,ปรางค์กู่,ดู่,33170
